id,region,city,Price,region_id,country_id
1645,Moonshiner,Coors Banquet,349.29,210,9
1646,Moonshiner,Stella Artois,139.29,210,9
1647,Moonshiner,Purple Rain,749.29,210,9
1648,Moonshiner,Dos Equis,339.29,210,9
1649,Moonshiner,Pepsi-Cola,569.29,210,9
1650,Moonshiner,Bud Ice,129.29,210,9
1651,Moonshiner,Coors Light,259.29,210,9
1652,Moonshiner,Natural Light,199.29,210,9
1653,Moonshiner,Miller Lite,239.29,210,9
1654,Moonshiner,White,679.29,210,9
431,Britannia Arms,Coca Cola,550.49,15,10
432,Britannia Arms,Natural Light,190.49,15,10
433,Britannia Arms,Guinness,390.49,15,10
434,Britannia Arms,Quesadillas,60.49,15,10
435,Britannia Arms,Monster,640.49,15,10
436,Britannia Arms,Tsingtao,290.49,15,10
437,Britannia Arms,Jameson,710.49,15,10
438,Britannia Arms,Snow,270.49,15,10
439,Britannia Arms,Busch Light,180.49,15,10
440,Britannia Arms,Pancakes,490.49,15,10
441,Britannia Arms,Cheesecake eggrolls,450.49,15,10
442,Britannia Arms,Lamb Chops,540.49,15,10
443,Britannia Arms,Pepsi-Cola,560.49,15,10
1997,SAFEWAY,Cheese Buger,508.9,31,10
1998,SAFEWAY,Pancakes,568.9,31,10
1999,SAFEWAY,Wings,118.9,31,10
2000,SAFEWAY,Nachos,108.9,31,10
2001,SAFEWAY,Mountain Dew,648.9,31,10
2002,SAFEWAY,Snow,348.9,31,10
2003,SAFEWAY,French fries,88.9,31,10
2004,SAFEWAY,Steak,578.9,31,10
2005,SAFEWAY,Milestones,768.9,31,10
2006,SAFEWAY,Coors Banquet,418.9,31,10
2007,SAFEWAY,Fish & Chip,498.9,31,10
2008,SAFEWAY,Heineken,238.9,31,10
1597,MIX BAR & GRILL,Heineken,165.66,51,10
1598,MIX BAR & GRILL,Bakers,725.66,51,10
1599,MIX BAR & GRILL,Coors Light,255.66,51,10
1600,MIX BAR & GRILL,Tsingtao,295.66,51,10
1601,MIX BAR & GRILL,Coca Cola,555.66,51,10
1602,MIX BAR & GRILL,PEARLRIVER,305.66,51,10
1603,MIX BAR & GRILL,7 Up,635.66,51,10
1604,MIX BAR & GRILL,Red,655.66,51,10
1605,MIX BAR & GRILL,Michelob Ultra,215.66,51,10
1606,MIX BAR & GRILL,Mountain Dew,575.66,51,10
1607,MIX BAR & GRILL,Farro Salad,85.66,51,10
444,BROOKVILLE EATERY,Fish & Chip,420.49,109,10
445,BROOKVILLE EATERY,Artichoke dip,70.49,109,10
446,BROOKVILLE EATERY,Miller High Life,140.49,109,10
447,BROOKVILLE EATERY,Michelob Ultra,210.49,109,10
448,BROOKVILLE EATERY,7 Up,630.49,109,10
449,BROOKVILLE EATERY,Milestones,690.49,109,10
450,BROOKVILLE EATERY,Miller Lite,230.49,109,10
451,BROOKVILLE EATERY,Wings,40.49,109,10
452,BROOKVILLE EATERY,Fanta,610.49,109,10
453,BROOKVILLE EATERY,Chicken Buger,440.49,109,10
454,BROOKVILLE EATERY,Pastrami Hash,530.49,109,10
455,BROOKVILLE EATERY,Mello Yello,620.49,109,10
53,Anderdog,Pabst Blue Ribbon,115.48,114,10
54,Anderdog,Bakers,725.48,114,10
55,Anderdog,Mello Yello,625.48,114,10
56,Anderdog,Mozzarella sticks,55.48,114,10
57,Anderdog,Diet Dr Pepper,605.48,114,10
58,Anderdog,Busch Light,185.48,114,10
59,Anderdog,Chicken Buger,445.48,114,10
60,Anderdog,Fanta,615.48,114,10
61,Anderdog,Mil’s Best Ice,385.48,114,10
62,Anderdog,Tsingtao,295.48,114,10
63,Anderdog,Pancakes,495.48,114,10
1829,PETER'S GRILL,French Toast,484.54,147,10
1830,PETER'S GRILL,Coors Light,254.54,147,10
1831,PETER'S GRILL,Tater Tots,404.54,147,10
1832,PETER'S GRILL,Milestones,694.54,147,10
1833,PETER'S GRILL,White,674.54,147,10
1834,PETER'S GRILL,Tsingtao,294.54,147,10
1835,PETER'S GRILL,Sprite,584.54,147,10
1836,PETER'S GRILL,Pabst Blue Ribbon,114.54,147,10
1837,PETER'S GRILL,Dos Equis,334.54,147,10
1838,PETER'S GRILL,Modelo Especial,204.54,147,10
1839,PETER'S GRILL,Corona Extra,224.54,147,10
1840,PETER'S GRILL,Yuengling Lager,314.54,147,10
1533,MAPLE BEER AND WINE,White,674.53,163,10
1534,MAPLE BEER AND WINE,Tater Tots,404.53,163,10
1535,MAPLE BEER AND WINE,Mountain Dew,574.53,163,10
1536,MAPLE BEER AND WINE,Corpse Reviver 212,704.53,163,10
1537,MAPLE BEER AND WINE,Wings,44.53,163,10
1538,MAPLE BEER AND WINE,Purple Rain,744.53,163,10
1539,MAPLE BEER AND WINE,French fries,14.53,163,10
1540,MAPLE BEER AND WINE,Corona Extra,224.53,163,10
1541,MAPLE BEER AND WINE,Milestones,694.53,163,10
1542,MAPLE BEER AND WINE,Bulleit 10YR,734.53,163,10
1543,MAPLE BEER AND WINE,Natural Ice,104.53,163,10
1014,Hedley Club,Quesadillas,66.05,165,10
1015,Hedley Club,Michelob Ultra,216.05,165,10
1016,Hedley Club,Chicken Buger,446.05,165,10
1017,Hedley Club,Monster,646.05,165,10
1018,Hedley Club,Modelo Especial,206.05,165,10
1019,Hedley Club,Busch,176.05,165,10
1020,Hedley Club,Natural Ice,106.05,165,10
1021,Hedley Club,Red,656.05,165,10
1022,Hedley Club,Corpse Reviver 212,706.05,165,10
1023,Hedley Club,Pastrami Hash,536.05,165,10
739,Daly's Wine Bar,Bud Light,268.05,180,11
740,Daly's Wine Bar,Diet Dr Pepper,608.05,180,11
741,Daly's Wine Bar,Purple Rain,748.05,180,11
742,Daly's Wine Bar,White,678.05,180,11
743,Daly's Wine Bar,Jameson,718.05,180,11
744,Daly's Wine Bar,Omelet,528.05,180,11
745,Daly's Wine Bar,French fries,18.05,180,11
746,Daly's Wine Bar,Guinness,398.05,180,11
747,Daly's Wine Bar,Icehouse,368.05,180,11
748,Daly's Wine Bar,Artichoke dip,78.05,180,11
749,Daly's Wine Bar,Tater Tots,408.05,180,11
384,Blue Angel,Nachos,36.29,207,11
385,Blue Angel,Diet Dr Pepper,606.29,207,11
386,Blue Angel,Busch Light,186.29,207,11
387,Blue Angel,Fish & Chip,426.29,207,11
388,Blue Angel,PEARLRIVER,306.29,207,11
389,Blue Angel,Mountain Dew,576.29,207,11
390,Blue Angel,Blue Moon,326.29,207,11
391,Blue Angel,Chicken Buger,446.29,207,11
392,Blue Angel,White,676.29,207,11
393,Blue Angel,Fried Pickles,416.29,207,11
394,Blue Angel,Natural Ice,106.29,207,11
252,BARREL & CROW,Iresh Breakfast,510.7,235,11
253,BARREL & CROW,Bud Ice,120.7,235,11
254,BARREL & CROW,Fanta,610.7,235,11
255,BARREL & CROW,Mello Yello,620.7,235,11
256,BARREL & CROW,Chicken Buger,440.7,235,11
257,BARREL & CROW,Keystone Light,150.7,235,11
258,BARREL & CROW,Michelob Ultra,210.7,235,11
259,BARREL & CROW,Pabst Blue Ribbon,110.7,235,11
260,BARREL & CROW,Diet Dr Pepper,600.7,235,11
261,BARREL & CROW,Lamb Chops,540.7,235,11
262,BARREL & CROW,Busch Light,180.7,235,11
263,BARREL & CROW,Cheesecake eggrolls,450.7,235,11
1024,HOP N GRAPE,Busch,178.19,60,12
1025,HOP N GRAPE,Steak,508.19,60,12
1026,HOP N GRAPE,Dos Equis,338.19,60,12
1027,HOP N GRAPE,Fried Pickles,418.19,60,12
1028,HOP N GRAPE,Fanta,618.19,60,12
1029,HOP N GRAPE,Mountain Dew,578.19,60,12
1030,HOP N GRAPE,Wings,48.19,60,12
1031,HOP N GRAPE,Natural Light,198.19,60,12
1032,HOP N GRAPE,Guinness,398.19,60,12
1033,HOP N GRAPE,Pastrami Hash,538.19,60,12
1034,HOP N GRAPE,Pepsi-Cola,568.19,60,12
1003,HANARO RESTAURANT AND LOUNGE,Natural Light,196.05,98,12
1004,HANARO RESTAURANT AND LOUNGE,Mozzarella sticks,56.05,98,12
1005,HANARO RESTAURANT AND LOUNGE,Icehouse,366.05,98,12
1006,HANARO RESTAURANT AND LOUNGE,Sprite,586.05,98,12
1007,HANARO RESTAURANT AND LOUNGE,Stella Artois,136.05,98,12
1008,HANARO RESTAURANT AND LOUNGE,7 Up,636.05,98,12
1009,HANARO RESTAURANT AND LOUNGE,Farro Salad,86.05,98,12
1010,HANARO RESTAURANT AND LOUNGE,Pabst Blue Ribbon,116.05,98,12
1011,HANARO RESTAURANT AND LOUNGE,Steel Reserve,356.05,98,12
1012,HANARO RESTAURANT AND LOUNGE,White,676.05,98,12
1013,HANARO RESTAURANT AND LOUNGE,Fanta,616.05,98,12
1354,Le Syndicat,Stella Artois,134.81,139,12
1355,Le Syndicat,Chicken Buger,444.81,139,12
1356,Le Syndicat,Fanta,614.81,139,12
1357,Le Syndicat,Fish & Chip,424.81,139,12
1358,Le Syndicat,Natural Light,194.81,139,12
1359,Le Syndicat,Mozzarella sticks,54.81,139,12
1360,Le Syndicat,Bud Ice,124.81,139,12
1361,Le Syndicat,Corona Extra,224.81,139,12
1362,Le Syndicat,Tater Tots,404.81,139,12
1363,Le Syndicat,Icehouse,364.81,139,12
1364,Le Syndicat,Coca Cola,554.81,139,12
1565,MIDDLE EAST CUISINE,Fried Pickles,414.53,179,12
1566,MIDDLE EAST CUISINE,Farro Salad,84.53,179,12
1567,MIDDLE EAST CUISINE,Busch Light,184.53,179,12
1568,MIDDLE EAST CUISINE,Yuengling Lager,314.53,179,12
1569,MIDDLE EAST CUISINE,Monster,644.53,179,12
1570,MIDDLE EAST CUISINE,Extra Yanjing,284.53,179,12
1571,MIDDLE EAST CUISINE,Mello Yello,624.53,179,12
1572,MIDDLE EAST CUISINE,Rose,664.53,179,12
1573,MIDDLE EAST CUISINE,Coca Cola,554.53,179,12
1574,MIDDLE EAST CUISINE,Pepsi-Cola,564.53,179,12
1575,MIDDLE EAST CUISINE,Icehouse,364.53,179,12
2106,Seven Bamboo,Onion rings,63.35,197,12
2107,Seven Bamboo,Mountain Dew,613.35,197,12
2108,Seven Bamboo,Tater Tots,443.35,197,12
2109,Seven Bamboo,Rose,703.35,197,12
2110,Seven Bamboo,Diet Pepsi,633.35,197,12
2111,Seven Bamboo,Strawberry Cheesecak,503.35,197,12
2112,Seven Bamboo,Heineken,203.35,197,12
2113,Seven Bamboo,Blue Moon,363.35,197,12
2114,Seven Bamboo,Diet Dr Pepper,643.35,197,12
2115,Seven Bamboo,Mello Yello,663.35,197,12
2116,Seven Bamboo,Mozzarella sticks,93.35,197,12
2117,Seven Bamboo,Keystone Light,193.35,197,12
228,Bar Neon Monkey,Pepsi-Cola,569.02,218,12
229,Bar Neon Monkey,Bud Light,269.02,218,12
230,Bar Neon Monkey,Purple Rain,749.02,218,12
231,Bar Neon Monkey,Farro Salad,89.02,218,12
232,Bar Neon Monkey,Guinness,399.02,218,12
233,Bar Neon Monkey,Quesadillas,69.02,218,12
234,Bar Neon Monkey,Iresh Breakfast,519.02,218,12
235,Bar Neon Monkey,French Toast,489.02,218,12
236,Bar Neon Monkey,Mozzarella sticks,59.02,218,12
237,Bar Neon Monkey,Steel Reserve,359.02,218,12
238,Bar Neon Monkey,Coca Cola,559.02,218,12
239,Bar Neon Monkey,Prosscco,689.02,218,12
2488,The DrumLeyton,Purple Rain,811.77,226,12
2489,The DrumLeyton,Keystone Light,221.77,226,12
2490,The DrumLeyton,Pastrami Hash,601.77,226,12
2491,The DrumLeyton,Bud Light,331.77,226,12
2492,The DrumLeyton,Bakers,791.77,226,12
2493,The DrumLeyton,Natural Light,261.77,226,12
2494,The DrumLeyton,Chicken Pot Pie,541.77,226,12
2495,The DrumLeyton,Artichoke dip,141.77,226,12
2496,The DrumLeyton,PEARLRIVER,371.77,226,12
2497,The DrumLeyton,Sprite,651.77,226,12
2498,The DrumLeyton,Corona Extra,291.77,226,12
2499,The DrumLeyton,Onion rings,91.77,226,12
2500,The DrumLeyton,Wings,111.77,226,12
1035,HOT POT LEGEND,Yuengling Lager,318.19,72,13
1036,HOT POT LEGEND,Corpse Reviver 212,708.19,72,13
1037,HOT POT LEGEND,Diet Pepsi,598.19,72,13
1038,HOT POT LEGEND,Lamb Chops,548.19,72,13
1039,HOT POT LEGEND,French fries,18.19,72,13
1040,HOT POT LEGEND,Coors Light,258.19,72,13
1041,HOT POT LEGEND,Chicken Buger,448.19,72,13
1042,HOT POT LEGEND,Red,658.19,72,13
1043,HOT POT LEGEND,Monster,648.19,72,13
1044,HOT POT LEGEND,Tsingtao,298.19,72,13
1045,HOT POT LEGEND,Nachos,38.19,72,13
1500,MAMMA LENA,Chicken Pot Pie,473.26,82,13
1501,MAMMA LENA,Onion rings,23.26,82,13
1502,MAMMA LENA,Steak,503.26,82,13
1503,MAMMA LENA,Pepsi-Cola,563.26,82,13
1504,MAMMA LENA,Coors Banquet,343.26,82,13
1505,MAMMA LENA,White,673.26,82,13
1506,MAMMA LENA,Lamb Chops,543.26,82,13
1507,MAMMA LENA,Red,653.26,82,13
1508,MAMMA LENA,Tater Tots,403.26,82,13
1509,MAMMA LENA,Natural Light,193.26,82,13
2664,TOTAL BAR,Pepsi-Cola,580.45,135,13
2665,TOTAL BAR,Natural Light,210.45,135,13
2666,TOTAL BAR,French Toast,500.45,135,13
2667,TOTAL BAR,Heineken,180.45,135,13
2668,TOTAL BAR,Coca Cola,570.45,135,13
2669,TOTAL BAR,Pastrami Hash,550.45,135,13
2670,TOTAL BAR,Coors Light,270.45,135,13
2671,TOTAL BAR,Artichoke dip,90.45,135,13
2672,TOTAL BAR,Chicken Buger,460.45,135,13
2673,TOTAL BAR,Guinness,410.45,135,13
2674,TOTAL BAR,Mozzarella sticks,70.45,135,13
2675,TOTAL BAR,Corona Light,390.45,135,13
1902,Porosello,Coors Light,251.17,199,13
1903,Porosello,Natural Ice,101.17,199,13
1904,Porosello,Pepsi-Cola,561.17,199,13
1905,Porosello,Icehouse,361.17,199,13
1906,Porosello,Guinness,391.17,199,13
1907,Porosello,Milestones,691.17,199,13
1908,Porosello,Tater Tots,401.17,199,13
1909,Porosello,Steel Reserve,351.17,199,13
1910,Porosello,Corona Light,371.17,199,13
1911,Porosello,Mozzarella sticks,51.17,199,13
1912,Porosello,Blue Moon,321.17,199,13
1913,Porosello,Wings,41.17,199,13
2061,Satan's Whiskers,Budweiser,275.7,202,13
2062,Satan's Whiskers,PEARLRIVER,335.7,202,13
2063,Satan's Whiskers,Chicken Buger,475.7,202,13
2064,Satan's Whiskers,Nachos,65.7,202,13
2065,Satan's Whiskers,Pabst Blue Ribbon,145.7,202,13
2066,Satan's Whiskers,Pastrami Hash,565.7,202,13
2067,Satan's Whiskers,Fried Pickles,445.7,202,13
2068,Satan's Whiskers,Yuengling Lager,345.7,202,13
2069,Satan's Whiskers,Heineken,195.7,202,13
2070,Satan's Whiskers,Purple Rain,775.7,202,13
2071,Satan's Whiskers,Guinness,425.7,202,13
264,Beaufort Bar,Rose,660.7,232,13
265,Beaufort Bar,Diet Pepsi,590.7,232,13
266,Beaufort Bar,Farro Salad,80.7,232,13
267,Beaufort Bar,Bulleit 10YR,730.7,232,13
268,Beaufort Bar,Mil’s Best Ice,380.7,232,13
269,Beaufort Bar,Quesadillas,60.7,232,13
270,Beaufort Bar,Natural Light,190.7,232,13
271,Beaufort Bar,Steak,500.7,232,13
272,Beaufort Bar,Modelo Especial,200.7,232,13
273,Beaufort Bar,Corona Extra,220.7,232,13
274,Beaufort Bar,Busch,170.7,232,13
275,Beaufort Bar,Fried Pickles,410.7,232,13
973,GOURMET PUB,Milestones,696.05,65,14
974,GOURMET PUB,Mil’s Best Ice,386.05,65,14
975,GOURMET PUB,Miller Lite,236.05,65,14
976,GOURMET PUB,Wings,46.05,65,14
977,GOURMET PUB,Coors Banquet,346.05,65,14
978,GOURMET PUB,Fish & Chip,426.05,65,14
979,GOURMET PUB,Chicken Pot Pie,476.05,65,14
980,GOURMET PUB,Budweiser,246.05,65,14
981,GOURMET PUB,Prosscco,686.05,65,14
982,GOURMET PUB,Jameson,716.05,65,14
1130,John Donne Pub,Bakers,723.81,152,14
1131,John Donne Pub,Dos Equis,333.81,152,14
1132,John Donne Pub,Corona Light,373.81,152,14
1133,John Donne Pub,Miller Lite,233.81,152,14
1134,John Donne Pub,Corpse Reviver 212,703.81,152,14
1135,John Donne Pub,Bud Light,263.81,152,14
1136,John Donne Pub,Purple Rain,743.81,152,14
1137,John Donne Pub,Diet Dr Pepper,603.81,152,14
1138,John Donne Pub,French Toast,483.81,152,14
1139,John Donne Pub,7 Up,633.81,152,14
1140,John Donne Pub,Miller High Life,143.81,152,14
1141,John Donne Pub,Strawberry Cheesecak,463.81,152,14
1095,IL PORTO,Cheese Buger,433.81,173,14
1096,IL PORTO,Artichoke dip,73.81,173,14
1097,IL PORTO,Pabst Blue Ribbon,113.81,173,14
1098,IL PORTO,Fried Pickles,413.81,173,14
1099,IL PORTO,Steel Reserve,353.81,173,14
1100,IL PORTO,Blue Moon,323.81,173,14
1101,IL PORTO,Michelob Ultra,213.81,173,14
1102,IL PORTO,Pastrami Hash,533.81,173,14
1103,IL PORTO,Natural Light,193.81,173,14
1104,IL PORTO,Iresh Breakfast,513.81,173,14
1105,IL PORTO,Farro Salad,83.81,173,14
2778,Winil Wine Bar,Bud Ice,144.31,96,15
2779,Winil Wine Bar,Bulleit 10YR,754.31,96,15
2780,Winil Wine Bar,Jameson,734.31,96,15
2781,Winil Wine Bar,Extra Yanjing,304.31,96,15
2782,Winil Wine Bar,Blue Moon,344.31,96,15
2783,Winil Wine Bar,Mozzarella sticks,74.31,96,15
2784,Winil Wine Bar,Heineken,184.31,96,15
2785,Winil Wine Bar,French Toast,504.31,96,15
2786,Winil Wine Bar,Budweiser,264.31,96,15
2787,Winil Wine Bar,Keystone Light,174.31,96,15
2788,Winil Wine Bar,Strawberry Cheesecak,484.31,96,15
2789,Winil Wine Bar,Omelet,544.31,96,15
2824,Ye Olde Mitre,Fish & Chip,515.37,100,15
2825,Ye Olde Mitre,Cheesecake eggrolls,545.37,100,15
2826,Ye Olde Mitre,French Toast,575.37,100,15
2827,Ye Olde Mitre,Coors Light,345.37,100,15
2828,Ye Olde Mitre,Bakers,815.37,100,15
2829,Ye Olde Mitre,Steak,595.37,100,15
2830,Ye Olde Mitre,Coors Banquet,435.37,100,15
2831,Ye Olde Mitre,Bud Ice,215.37,100,15
2832,Ye Olde Mitre,7 Up,725.37,100,15
2833,Ye Olde Mitre,Diet Pepsi,685.37,100,15
2834,Ye Olde Mitre,Mozzarella sticks,145.37,100,15
2835,Ye Olde Mitre,Wings,135.37,100,15
1619,Molly Gwynn's,French Toast,485.66,110,15
1620,Molly Gwynn's,Bud Light,265.66,110,15
1621,Molly Gwynn's,Milestones,695.66,110,15
1622,Molly Gwynn's,Pepsi-Cola,565.66,110,15
1623,Molly Gwynn's,Mozzarella sticks,55.66,110,15
1624,Molly Gwynn's,Pastrami Hash,535.66,110,15
1625,Molly Gwynn's,Quesadillas,65.66,110,15
1626,Molly Gwynn's,Keystone Light,155.66,110,15
1627,Molly Gwynn's,Monster,645.66,110,15
1628,Molly Gwynn's,Artichoke dip,75.66,110,15
1629,Molly Gwynn's,Chicken Buger,445.66,110,15
1630,Molly Gwynn's,Rose,665.66,110,15
929,Gecko Grill,Blue Moon,327.13,120,15
930,Gecko Grill,7 Up,637.13,120,15
931,Gecko Grill,Mil’s Best Ice,387.13,120,15
932,Gecko Grill,Omelet,527.13,120,15
933,Gecko Grill,Miller High Life,147.13,120,15
934,Gecko Grill,Diet Dr Pepper,607.13,120,15
935,Gecko Grill,Fanta,617.13,120,15
936,Gecko Grill,Monster,647.13,120,15
937,Gecko Grill,Fried Pickles,417.13,120,15
938,Gecko Grill,Nachos,37.13,120,15
939,Gecko Grill,French Toast,487.13,120,15
539,Castor Club,Tsingtao,296.02,211,15
540,Castor Club,Mozzarella sticks,56.02,211,15
541,Castor Club,Wings,46.02,211,15
542,Castor Club,Cheesecake eggrolls,456.02,211,15
543,Castor Club,Quesadillas,66.02,211,15
544,Castor Club,Modelo Especial,206.02,211,15
545,Castor Club,Yuengling Lager,316.02,211,15
546,Castor Club,Lamb Chops,546.02,211,15
547,Castor Club,White,676.02,211,15
548,Castor Club,Cheese Buger,436.02,211,15
549,Castor Club,Strawberry Cheesecak,466.02,211,15
550,Castor Club,Bakers,726.02,211,15
807,EL ANDARIEGO,Blue Moon,323.69,212,15
808,EL ANDARIEGO,Coors Light,253.69,212,15
809,EL ANDARIEGO,Modelo Especial,203.69,212,15
810,EL ANDARIEGO,Cheese Buger,433.69,212,15
811,EL ANDARIEGO,Pepsi-Cola,563.69,212,15
812,EL ANDARIEGO,Mello Yello,623.69,212,15
813,EL ANDARIEGO,Mozzarella sticks,53.69,212,15
814,EL ANDARIEGO,Natural Light,193.69,212,15
815,EL ANDARIEGO,Sprite,583.69,212,15
816,EL ANDARIEGO,Dos Equis,333.69,212,15
1679,N-EUROMART,Rose,669.29,230,15
1680,N-EUROMART,Bakers,729.29,230,15
1681,N-EUROMART,Icehouse,369.29,230,15
1682,N-EUROMART,Corona Light,379.29,230,15
1683,N-EUROMART,Cheese Buger,439.29,230,15
1684,N-EUROMART,Mello Yello,629.29,230,15
1685,N-EUROMART,Mozzarella sticks,59.29,230,15
1686,N-EUROMART,7 Up,639.29,230,15
1687,N-EUROMART,Busch,179.29,230,15
1688,N-EUROMART,Iresh Breakfast,519.29,230,15
1689,N-EUROMART,Strawberry Cheesecak,469.29,230,15
1690,N-EUROMART,Milestones,699.29,230,15
312,Belgian Pub BeerHouse,Omelet,523.56,111,16
313,Belgian Pub BeerHouse,Artichoke dip,73.56,111,16
314,Belgian Pub BeerHouse,Miller High Life,143.56,111,16
315,Belgian Pub BeerHouse,Guinness,393.56,111,16
316,Belgian Pub BeerHouse,Farro Salad,83.56,111,16
317,Belgian Pub BeerHouse,Bud Ice,123.56,111,16
318,Belgian Pub BeerHouse,Cheese Buger,433.56,111,16
319,Belgian Pub BeerHouse,Milestones,693.56,111,16
320,Belgian Pub BeerHouse,Mozzarella sticks,53.56,111,16
321,Belgian Pub BeerHouse,Snow,273.56,111,16
322,Belgian Pub BeerHouse,Bud Light,263.56,111,16
323,Belgian Pub BeerHouse,Icehouse,363.56,111,16
12,ADDISU GEBEYA,Busch Light,185.11,175,16
13,ADDISU GEBEYA,Yuengling Lager,315.11,175,16
14,ADDISU GEBEYA,Fried Pickles,415.11,175,16
15,ADDISU GEBEYA,Stella Artois,135.11,175,16
16,ADDISU GEBEYA,Bud Ice,125.11,175,16
17,ADDISU GEBEYA,Bud Light,265.11,175,16
18,ADDISU GEBEYA,Miller High Life,145.11,175,16
19,ADDISU GEBEYA,Tsingtao,295.11,175,16
20,ADDISU GEBEYA,Corona Light,375.11,175,16
21,ADDISU GEBEYA,Snow,275.11,175,16
22,ADDISU GEBEYA,Strawberry Cheesecak,465.11,175,16
2346,THAI AT SILVER SPRING,Mountain Dew,640.03,227,16
2347,THAI AT SILVER SPRING,White,740.03,227,16
2348,THAI AT SILVER SPRING,Farro Salad,150.03,227,16
2349,THAI AT SILVER SPRING,Prosscco,750.03,227,16
2350,THAI AT SILVER SPRING,Bud Ice,190.03,227,16
2351,THAI AT SILVER SPRING,Stella Artois,200.03,227,16
2352,THAI AT SILVER SPRING,Keystone Light,220.03,227,16
2353,THAI AT SILVER SPRING,Purple Rain,810.03,227,16
2354,THAI AT SILVER SPRING,Coors Light,320.03,227,16
2355,THAI AT SILVER SPRING,Tsingtao,360.03,227,16
2205,St. George's Tavern,7 Up,646.2,231,16
2206,St. George's Tavern,Diet Pepsi,606.2,231,16
2207,St. George's Tavern,Blue Moon,336.2,231,16
2208,St. George's Tavern,Rose,676.2,231,16
2209,St. George's Tavern,Omelet,536.2,231,16
2210,St. George's Tavern,Lamb Chops,556.2,231,16
2211,St. George's Tavern,Mozzarella sticks,66.2,231,16
2212,St. George's Tavern,Sprite,596.2,231,16
2213,St. George's Tavern,Corona Extra,236.2,231,16
2214,St. George's Tavern,Nachos,46.2,231,16
2250,TAIPEI CAFE,Farro Salad,104.85,33,17
2251,TAIPEI CAFE,Natural Ice,124.85,33,17
2252,TAIPEI CAFE,Icehouse,384.85,33,17
2253,TAIPEI CAFE,Bulleit 10YR,754.85,33,17
2254,TAIPEI CAFE,Artichoke dip,94.85,33,17
2255,TAIPEI CAFE,Omelet,544.85,33,17
2256,TAIPEI CAFE,French fries,34.85,33,17
2257,TAIPEI CAFE,Fanta,634.85,33,17
2258,TAIPEI CAFE,Modelo Especial,224.85,33,17
2259,TAIPEI CAFE,Pabst Blue Ribbon,134.85,33,17
2260,TAIPEI CAFE,Bakers,744.85,33,17
2261,TAIPEI CAFE,Milestones,714.85,33,17
2322,Tavern U Okolitsy,Modelo Especial,294.53,85,17
2323,Tavern U Okolitsy,Wings,134.53,85,17
2324,Tavern U Okolitsy,7 Up,724.53,85,17
2325,Tavern U Okolitsy,Corona Light,464.53,85,17
2326,Tavern U Okolitsy,Corpse Reviver 212,794.53,85,17
2327,Tavern U Okolitsy,Steak,594.53,85,17
2328,Tavern U Okolitsy,Iresh Breakfast,604.53,85,17
2329,Tavern U Okolitsy,Busch,264.53,85,17
2330,Tavern U Okolitsy,Chicken Buger,534.53,85,17
2331,Tavern U Okolitsy,Busch Light,274.53,85,17
2332,Tavern U Okolitsy,Diet Pepsi,684.53,85,17
2333,Tavern U Okolitsy,Cheese Buger,524.53,85,17
1409,Long Bar,Milestones,697.32,106,17
1410,Long Bar,Mountain Dew,577.32,106,17
1411,Long Bar,Pastrami Hash,537.32,106,17
1412,Long Bar,Coca Cola,557.32,106,17
1413,Long Bar,Bud Ice,127.32,106,17
1414,Long Bar,Busch Light,187.32,106,17
1415,Long Bar,Cheesecake eggrolls,457.32,106,17
1416,Long Bar,Coors Banquet,347.32,106,17
1417,Long Bar,White,677.32,106,17
1418,Long Bar,Steak,507.32,106,17
1419,Long Bar,Miller Lite,237.32,106,17
1949,Respublika,Fried Pickles,455.32,124,17
1950,Respublika,Pancakes,535.32,124,17
1951,Respublika,White,715.32,124,17
1952,Respublika,Quesadillas,105.32,124,17
1953,Respublika,Fanta,655.32,124,17
1954,Respublika,Jameson,755.32,124,17
1955,Respublika,Coca Cola,595.32,124,17
1956,Respublika,Mello Yello,665.32,124,17
1957,Respublika,Artichoke dip,115.32,124,17
1958,Respublika,Bulleit 10YR,775.32,124,17
1959,Respublika,Purple Rain,785.32,124,17
1960,Respublika,Extra Yanjing,325.32,124,17
2676,TRATTORIA SORRENTO,Bud Light,325.2,181,17
2677,TRATTORIA SORRENTO,Bulleit 10YR,795.2,181,17
2678,TRATTORIA SORRENTO,Sprite,645.2,181,17
2679,TRATTORIA SORRENTO,Budweiser,305.2,181,17
2680,TRATTORIA SORRENTO,Busch,235.2,181,17
2681,TRATTORIA SORRENTO,Corpse Reviver 212,765.2,181,17
2682,TRATTORIA SORRENTO,Corona Light,435.2,181,17
2683,TRATTORIA SORRENTO,Pancakes,555.2,181,17
2684,TRATTORIA SORRENTO,Farro Salad,145.2,181,17
2685,TRATTORIA SORRENTO,Steak,565.2,181,17
2836,YEKTA KABOBI,Iresh Breakfast,605.37,6,18
2837,YEKTA KABOBI,Strawberry Cheesecak,555.37,6,18
2838,YEKTA KABOBI,Chicken Buger,535.37,6,18
2839,YEKTA KABOBI,Rose,755.37,6,18
2840,YEKTA KABOBI,Omelet,615.37,6,18
2841,YEKTA KABOBI,Nachos,125.37,6,18
2842,YEKTA KABOBI,Natural Light,285.37,6,18
2843,YEKTA KABOBI,Dos Equis,425.37,6,18
2844,YEKTA KABOBI,Pabst Blue Ribbon,205.37,6,18
