ItemID,Bar,License,Item,Price,State
830,"EL PAISANO",269448-6792,"Farro Salad",83.69,Maryland
831,"EL PAISANO",269448-6792,"Yuengling Lager",313.69,Maryland
832,"EL PAISANO",269448-6792,Fanta,613.69,Maryland
833,"EL PAISANO",269448-6792,Rose,663.69,Maryland
834,"EL PAISANO",269448-6792,Bakers,723.69,Maryland
835,"EL PAISANO",269448-6792,Heineken,163.69,Maryland
836,"EL PAISANO",269448-6792,"Michelob Ultra",213.69,Maryland
837,"EL PAISANO",269448-6792,"Mountain Dew",573.69,Maryland
838,"EL PAISANO",269448-6792,"Artichoke dip",73.69,Maryland
240,"BARKING MAD CAFE",173337-7970,"French fries",19.02,Montana
241,"BARKING MAD CAFE",173337-7970,"Strawberry Cheesecake",469.02,Montana
242,"BARKING MAD CAFE",173337-7970,"Fried Pickles",419.02,Montana
243,"BARKING MAD CAFE",173337-7970,Fanta,619.02,Montana
244,"BARKING MAD CAFE",173337-7970,"Extra Yanjing",289.02,Montana
245,"BARKING MAD CAFE",173337-7970,"Cheesecake eggrolls",459.02,Montana
246,"BARKING MAD CAFE",173337-7970,"Artichoke dip",79.02,Montana
247,"BARKING MAD CAFE",173337-7970,Pepsi-Cola,569.02,Montana
248,"BARKING MAD CAFE",173337-7970,"Bud Light",269.02,Montana
249,"BARKING MAD CAFE",173337-7970,"Purple Rain",749.02,Montana
250,"BARKING MAD CAFE",173337-7970,"Farro Salad",89.02,Montana
251,"BARKING MAD CAFE",173337-7970,Guinness,399.02,Montana
1544,"MELLOW MUSHROOM",826547-8266,Red,654.53,"North Carolina"
1545,"MELLOW MUSHROOM",826547-8266,Sprite,584.53,"North Carolina"
1546,"MELLOW MUSHROOM",826547-8266,"French Toast",484.53,"North Carolina"
1547,"MELLOW MUSHROOM",826547-8266,"Cheese Buger",434.53,"North Carolina"
1548,"MELLOW MUSHROOM",826547-8266,"Bud Light",264.53,"North Carolina"
1549,"MELLOW MUSHROOM",826547-8266,Bakers,724.53,"North Carolina"
1550,"MELLOW MUSHROOM",826547-8266,"Stella Artois",134.53,"North Carolina"
1551,"MELLOW MUSHROOM",826547-8266,"Natural Light",194.53,"North Carolina"
1552,"MELLOW MUSHROOM",826547-8266,"Artichoke dip",74.53,"North Carolina"
1553,"MELLOW MUSHROOM",826547-8266,"Iresh Breakfast",514.53,"North Carolina"
2802,"WORLD OF BEER",749156-9476,"Mil’s Best Ice",403.73,Wisconsin
2803,"WORLD OF BEER",749156-9476,Pepsi-Cola,583.73,Wisconsin
2804,"WORLD OF BEER",749156-9476,"Bulleit 10YR",753.73,Wisconsin
2805,"WORLD OF BEER",749156-9476,"7 Up",653.73,Wisconsin
2806,"WORLD OF BEER",749156-9476,Wings,63.73,Wisconsin
2807,"WORLD OF BEER",749156-9476,Steak,523.73,Wisconsin
2808,"WORLD OF BEER",749156-9476,"French Toast",503.73,Wisconsin
2809,"WORLD OF BEER",749156-9476,"Yuengling Lager",333.73,Wisconsin
2810,"WORLD OF BEER",749156-9476,PEARLRIVER,323.73,Wisconsin
2811,"WORLD OF BEER",749156-9476,"Pastrami Hash",553.73,Wisconsin
2812,"WORLD OF BEER",749156-9476,"Blue Moon",343.73,Wisconsin
1785,"PASSION FISH",994587-9188,"Iresh Breakfast",518.05,California
1786,"PASSION FISH",994587-9188,"Fish & Chip",428.05,California
1787,"PASSION FISH",994587-9188,"Strawberry Cheesecake",468.05,California
1788,"PASSION FISH",994587-9188,"Pastrami Hash",538.05,California
1789,"PASSION FISH",994587-9188,"Busch Light",188.05,California
1790,"PASSION FISH",994587-9188,"Mello Yello",628.05,California
1791,"PASSION FISH",994587-9188,Rose,668.05,California
1792,"PASSION FISH",994587-9188,Omelet,528.05,California
1793,"PASSION FISH",994587-9188,Busch,178.05,California
1794,"PASSION FISH",994587-9188,"Mountain Dew",578.05,California
1795,"PASSION FISH",994587-9188,Bakers,728.05,California
2732,VACE,798423-6294,"Steel Reserve",374.31,Michigan
2733,VACE,798423-6294,"Dos Equis",354.31,Michigan
2734,VACE,798423-6294,Monster,664.31,Michigan
2735,VACE,798423-6294,"Miller Lite",254.31,Michigan
2736,VACE,798423-6294,Tsingtao,314.31,Michigan
2737,VACE,798423-6294,"Diet Pepsi",614.31,Michigan
2738,VACE,798423-6294,"Cheese Buger",454.31,Michigan
2739,VACE,798423-6294,"Chicken Buger",464.31,Michigan
2740,VACE,798423-6294,"Modelo Especial",224.31,Michigan
2741,VACE,798423-6294,Sprite,604.31,Michigan
2765,"WHEATON WINERY",426942-2970,"Diet Dr Pepper",624.31,Maryland
2766,"WHEATON WINERY",426942-2970,"Mello Yello",644.31,Maryland
2767,"WHEATON WINERY",426942-2970,Wings,64.31,Maryland
2768,"WHEATON WINERY",426942-2970,White,694.31,Maryland
2769,"WHEATON WINERY",426942-2970,Bakers,744.31,Maryland
2770,"WHEATON WINERY",426942-2970,"French fries",34.31,Maryland
2771,"WHEATON WINERY",426942-2970,"Farro Salad",104.31,Maryland
2772,"WHEATON WINERY",426942-2970,Quesadillas,84.31,Maryland
2773,"WHEATON WINERY",426942-2970,Rose,684.31,Maryland
2774,"WHEATON WINERY",426942-2970,Nachos,54.31,Maryland
2775,"WHEATON WINERY",426942-2970,"Cheesecake eggrolls",474.31,Maryland
2776,"WHEATON WINERY",426942-2970,"Iresh Breakfast",534.31,Maryland
2777,"WHEATON WINERY",426942-2970,"Coors Banquet",364.31,Maryland
674,"COUNTRY BOY CLUB",565494-6333,Nachos,35.76,Oklahoma
675,"COUNTRY BOY CLUB",565494-6333,"Coca Cola",555.76,Oklahoma
676,"COUNTRY BOY CLUB",565494-6333,"7 Up",635.76,Oklahoma
677,"COUNTRY BOY CLUB",565494-6333,Steak,505.76,Oklahoma
678,"COUNTRY BOY CLUB",565494-6333,"Cheese Buger",435.76,Oklahoma
679,"COUNTRY BOY CLUB",565494-6333,"Mountain Dew",575.76,Oklahoma
680,"COUNTRY BOY CLUB",565494-6333,"Miller Lite",235.76,Oklahoma
681,"COUNTRY BOY CLUB",565494-6333,"Fried Pickles",415.76,Oklahoma
682,"COUNTRY BOY CLUB",565494-6333,Budweiser,245.76,Oklahoma
683,"COUNTRY BOY CLUB",565494-6333,"Yuengling Lager",315.76,Oklahoma
684,"COUNTRY BOY CLUB",565494-6333,Red,655.76,Oklahoma
807,"EL ANDARIEGO",822937-5764,"Blue Moon",323.69,Iowa
808,"EL ANDARIEGO",822937-5764,"Coors Light",253.69,Iowa
809,"EL ANDARIEGO",822937-5764,"Modelo Especial",203.69,Iowa
810,"EL ANDARIEGO",822937-5764,"Cheese Buger",433.69,Iowa
811,"EL ANDARIEGO",822937-5764,Pepsi-Cola,563.69,Iowa
812,"EL ANDARIEGO",822937-5764,"Mello Yello",623.69,Iowa
813,"EL ANDARIEGO",822937-5764,"Mozzarella sticks",53.69,Iowa
814,"EL ANDARIEGO",822937-5764,"Natural Light",193.69,Iowa
815,"EL ANDARIEGO",822937-5764,Sprite,583.69,Iowa
816,"EL ANDARIEGO",822937-5764,"Dos Equis",333.69,Iowa
2697,"TWINBROOK BAR",792185-8796,"Corona Extra",285.2,Nebraska
2698,"TWINBROOK BAR",792185-8796,"Miller High Life",205.2,Nebraska
2699,"TWINBROOK BAR",792185-8796,"Bud Ice",185.2,Nebraska
2700,"TWINBROOK BAR",792185-8796,"Blue Moon",385.2,Nebraska
2701,"TWINBROOK BAR",792185-8796,Guinness,455.2,Nebraska
2702,"TWINBROOK BAR",792185-8796,"Coors Light",315.2,Nebraska
2703,"TWINBROOK BAR",792185-8796,Wings,105.2,Nebraska
2704,"TWINBROOK BAR",792185-8796,"7 Up",695.2,Nebraska
2705,"TWINBROOK BAR",792185-8796,Nachos,95.2,Nebraska
2706,"TWINBROOK BAR",792185-8796,"Cheesecake eggrolls",515.2,Nebraska
2707,"TWINBROOK BAR",792185-8796,Snow,335.2,Nebraska
1046,"HOWARD BAR & GRILL",564383-9375,Pancakes,498.19,Oregon
1047,"HOWARD BAR & GRILL",564383-9375,Bakers,728.19,Oregon
1048,"HOWARD BAR & GRILL",564383-9375,"7 Up",638.19,Oregon
1049,"HOWARD BAR & GRILL",564383-9375,"Extra Yanjing",288.19,Oregon
1050,"HOWARD BAR & GRILL",564383-9375,Milestones,698.19,Oregon
1051,"HOWARD BAR & GRILL",564383-9375,"Modelo Especial",208.19,Oregon
1052,"HOWARD BAR & GRILL",564383-9375,"Fish & Chip",428.19,Oregon
1053,"HOWARD BAR & GRILL",564383-9375,Budweiser,248.19,Oregon
1054,"HOWARD BAR & GRILL",564383-9375,"Blue Moon",328.19,Oregon
1055,"HOWARD BAR & GRILL",564383-9375,"Natural Ice",108.19,Oregon
1056,"HOWARD BAR & GRILL",564383-9375,PEARLRIVER,308.19,Oregon
1057,"HOWARD BAR & GRILL",564383-9375,"Strawberry Cheesecake",468.19,Oregon
1387,"Little Red Door",837313-9248,Fanta,617.32,"Rhode Island"
1388,"Little Red Door",837313-9248,Red,657.32,"Rhode Island"
1389,"Little Red Door",837313-9248,"Tater Tots",407.32,"Rhode Island"
1390,"Little Red Door",837313-9248,"Steel Reserve",357.32,"Rhode Island"
1391,"Little Red Door",837313-9248,"Keystone Light",157.32,"Rhode Island"
1392,"Little Red Door",837313-9248,Tsingtao,297.32,"Rhode Island"
1393,"Little Red Door",837313-9248,"Michelob Ultra",217.32,"Rhode Island"
1394,"Little Red Door",837313-9248,"Coors Light",257.32,"Rhode Island"
1395,"Little Red Door",837313-9248,"Diet Dr Pepper",607.32,"Rhode Island"
1396,"Little Red Door",837313-9248,Monster,647.32,"Rhode Island"
1397,"Little Red Door",837313-9248,Jameson,717.32,"Rhode Island"
1222,"L’avant comptoir du marché",508969-5034,"Pastrami Hash",539.18,Nebraska
1223,"L’avant comptoir du marché",508969-5034,"Fried Pickles",419.18,Nebraska
1224,"L’avant comptoir du marché",508969-5034,Milestones,699.18,Nebraska
1225,"L’avant comptoir du marché",508969-5034,Nachos,39.18,Nebraska
1226,"L’avant comptoir du marché",508969-5034,"Mello Yello",629.18,Nebraska
1227,"L’avant comptoir du marché",508969-5034,"Modelo Especial",209.18,Nebraska
1228,"L’avant comptoir du marché",508969-5034,"Bud Light",269.18,Nebraska
1229,"L’avant comptoir du marché",508969-5034,"Artichoke dip",79.18,Nebraska
1230,"L’avant comptoir du marché",508969-5034,Fanta,619.18,Nebraska
1231,"L’avant comptoir du marché",508969-5034,Omelet,529.18,Nebraska
1232,"L’avant comptoir du marché",508969-5034,Icehouse,369.18,Nebraska
1233,"L’avant comptoir du marché",508969-5034,Budweiser,249.18,Nebraska
918,"FOUR U",436611-7341,"Iresh Breakfast",517.13,Colorado
919,"FOUR U",436611-7341,"Michelob Ultra",217.13,Colorado
920,"FOUR U",436611-7341,"Corpse Reviver 212",707.13,Colorado
921,"FOUR U",436611-7341,Sprite,587.13,Colorado
922,"FOUR U",436611-7341,Rose,667.13,Colorado
923,"FOUR U",436611-7341,"Cheese Buger",437.13,Colorado
924,"FOUR U",436611-7341,"Pastrami Hash",537.13,Colorado
925,"FOUR U",436611-7341,Busch,177.13,Colorado
926,"FOUR U",436611-7341,"Dos Equis",337.13,Colorado
927,"FOUR U",436611-7341,"Corona Extra",227.13,Colorado
928,"FOUR U",436611-7341,"Mello Yello",627.13,Colorado
503,Candelaria,645845-0472,"Miller Lite",231.07,California
504,Candelaria,645845-0472,"Corona Light",371.07,California
505,Candelaria,645845-0472,"Onion rings",21.07,California
506,Candelaria,645845-0472,"Dos Equis",331.07,California
507,Candelaria,645845-0472,"Strawberry Cheesecake",461.07,California
508,Candelaria,645845-0472,Icehouse,361.07,California
509,Candelaria,645845-0472,"Lamb Chops",541.07,California
510,Candelaria,645845-0472,Budweiser,241.07,California
511,Candelaria,645845-0472,"Coors Banquet",341.07,California
512,Candelaria,645845-0472,"Cheesecake eggrolls",451.07,California
513,Candelaria,645845-0472,Pancakes,491.07,California
514,Candelaria,645845-0472,"Stella Artois",131.07,California
515,Candelaria,645845-0472,"Mozzarella sticks",51.07,California
2018,SAMANTHA'S,065321-9717,Pepsi-Cola,638.9,Oklahoma
2019,SAMANTHA'S,065321-9717,"Iresh Breakfast",588.9,Oklahoma
2020,SAMANTHA'S,065321-9717,"Extra Yanjing",358.9,Oklahoma
2021,SAMANTHA'S,065321-9717,"Michelob Ultra",288.9,Oklahoma
2022,SAMANTHA'S,065321-9717,"Artichoke dip",148.9,Oklahoma
2023,SAMANTHA'S,065321-9717,"Bud Ice",198.9,Oklahoma
2024,SAMANTHA'S,065321-9717,"Stella Artois",208.9,Oklahoma
2025,SAMANTHA'S,065321-9717,Sprite,658.9,Oklahoma
2026,SAMANTHA'S,065321-9717,Quesadillas,138.9,Oklahoma
2027,SAMANTHA'S,065321-9717,"Corpse Reviver 212",778.9,Oklahoma
2028,SAMANTHA'S,065321-9717,"Coca Cola",628.9,Oklahoma
1398,"LOCK 72 KITCHEN & BAR",797572-9430,Pepsi-Cola,567.32,Wyoming
1399,"LOCK 72 KITCHEN & BAR",797572-9430,"Diet Pepsi",597.32,Wyoming
1400,"LOCK 72 KITCHEN & BAR",797572-9430,"Lamb Chops",547.32,Wyoming
1401,"LOCK 72 KITCHEN & BAR",797572-9430,"French fries",17.32,Wyoming
1402,"LOCK 72 KITCHEN & BAR",797572-9430,Heineken,167.32,Wyoming
1403,"LOCK 72 KITCHEN & BAR",797572-9430,"Modelo Especial",207.32,Wyoming
1404,"LOCK 72 KITCHEN & BAR",797572-9430,"Bulleit 10YR",737.32,Wyoming
1405,"LOCK 72 KITCHEN & BAR",797572-9430,"Purple Rain",747.32,Wyoming
1406,"LOCK 72 KITCHEN & BAR",797572-9430,"Mozzarella sticks",57.32,Wyoming
1407,"LOCK 72 KITCHEN & BAR",797572-9430,"Corona Extra",227.32,Wyoming
1408,"LOCK 72 KITCHEN & BAR",797572-9430,Omelet,527.32,Wyoming
2095,"Septime La Cave",207005-7456,"Busch Light",215.7,Tennessee
2096,"Septime La Cave",207005-7456,"Onion rings",55.7,Tennessee
2097,"Septime La Cave",207005-7456,Milestones,725.7,Tennessee
2098,"Septime La Cave",207005-7456,"Corona Light",405.7,Tennessee
2099,"Septime La Cave",207005-7456,"Tater Tots",435.7,Tennessee
2100,"Septime La Cave",207005-7456,Prosscco,715.7,Tennessee
2101,"Septime La Cave",207005-7456,"Farro Salad",115.7,Tennessee
2102,"Septime La Cave",207005-7456,Rose,695.7,Tennessee
2103,"Septime La Cave",207005-7456,"Extra Yanjing",315.7,Tennessee
2104,"Septime La Cave",207005-7456,"Diet Dr Pepper",635.7,Tennessee
2105,"Septime La Cave",207005-7456,"Iresh Breakfast",545.7,Tennessee
539,"Castor Club",812147-3998,Tsingtao,296.02,Iowa
540,"Castor Club",812147-3998,"Mozzarella sticks",56.02,Iowa
541,"Castor Club",812147-3998,Wings,46.02,Iowa
542,"Castor Club",812147-3998,"Cheesecake eggrolls",456.02,Iowa
543,"Castor Club",812147-3998,Quesadillas,66.02,Iowa
544,"Castor Club",812147-3998,"Modelo Especial",206.02,Iowa
545,"Castor Club",812147-3998,"Yuengling Lager",316.02,Iowa
546,"Castor Club",812147-3998,"Lamb Chops",546.02,Iowa
547,"Castor Club",812147-3998,White,676.02,Iowa
548,"Castor Club",812147-3998,"Cheese Buger",436.02,Iowa
549,"Castor Club",812147-3998,"Strawberry Cheesecake",466.02,Iowa
550,"Castor Club",812147-3998,Bakers,726.02,Iowa
1321,"Le CopperBay",146626-5681,Steak,504.81,"West Virginia"
1322,"Le CopperBay",146626-5681,Nachos,34.81,"West Virginia"
1323,"Le CopperBay",146626-5681,Bakers,724.81,"West Virginia"
1324,"Le CopperBay",146626-5681,"Coors Light",254.81,"West Virginia"
1325,"Le CopperBay",146626-5681,Omelet,524.81,"West Virginia"
1326,"Le CopperBay",146626-5681,"Coors Banquet",344.81,"West Virginia"
1327,"Le CopperBay",146626-5681,"Extra Yanjing",284.81,"West Virginia"
1328,"Le CopperBay",146626-5681,"Lamb Chops",544.81,"West Virginia"
1329,"Le CopperBay",146626-5681,"7 Up",634.81,"West Virginia"
1330,"Le CopperBay",146626-5681,"Michelob Ultra",214.81,"West Virginia"
1331,"Le CopperBay",146626-5681,"Steel Reserve",354.81,"West Virginia"
785,EGGSPECTATION,459940-2189,"Bulleit 10YR",730.91,Missouri
786,EGGSPECTATION,459940-2189,"Dos Equis",330.91,Missouri
787,EGGSPECTATION,459940-2189,"Modelo Especial",200.91,Missouri
788,EGGSPECTATION,459940-2189,"Diet Dr Pepper",600.91,Missouri
789,EGGSPECTATION,459940-2189,Steak,500.91,Missouri
790,EGGSPECTATION,459940-2189,"Bud Ice",120.91,Missouri
791,EGGSPECTATION,459940-2189,"Natural Light",190.91,Missouri
792,EGGSPECTATION,459940-2189,"Extra Yanjing",280.91,Missouri
793,EGGSPECTATION,459940-2189,"Coors Light",250.91,Missouri
794,EGGSPECTATION,459940-2189,Jameson,710.91,Missouri
795,EGGSPECTATION,459940-2189,"Mil’s Best Ice",380.91,Missouri
1376,"Les Trois 8",066016-1696,Wings,47.32,Nebraska
1377,"Les Trois 8",066016-1696,"Mil’s Best Ice",387.32,Nebraska
1378,"Les Trois 8",066016-1696,"Pabst Blue Ribbon",117.32,Nebraska
1379,"Les Trois 8",066016-1696,"Yuengling Lager",317.32,Nebraska
1380,"Les Trois 8",066016-1696,"Natural Light",197.32,Nebraska
1381,"Les Trois 8",066016-1696,"Chicken Pot Pie",477.32,Nebraska
1382,"Les Trois 8",066016-1696,"Stella Artois",137.32,Nebraska
1383,"Les Trois 8",066016-1696,"Fish & Chip",427.32,Nebraska
1384,"Les Trois 8",066016-1696,"Bud Light",267.32,Nebraska
1385,"Les Trois 8",066016-1696,"Chicken Buger",447.32,Nebraska
1386,"Les Trois 8",066016-1696,Prosscco,687.32,Nebraska
1465,"L'Ours Bar",402911-2895,"Strawberry Cheesecake",466.97,Missouri
1466,"L'Ours Bar",402911-2895,"Michelob Ultra",216.97,Missouri
1467,"L'Ours Bar",402911-2895,"Onion rings",26.97,Missouri
1468,"L'Ours Bar",402911-2895,"Fried Pickles",416.97,Missouri
1469,"L'Ours Bar",402911-2895,"Cheesecake eggrolls",456.97,Missouri
1470,"L'Ours Bar",402911-2895,"Chicken Buger",446.97,Missouri
1471,"L'Ours Bar",402911-2895,"Mozzarella sticks",56.97,Missouri
1472,"L'Ours Bar",402911-2895,Budweiser,246.97,Missouri
1473,"L'Ours Bar",402911-2895,Heineken,166.97,Missouri
1474,"L'Ours Bar",402911-2895,"Corona Extra",226.97,Missouri
1475,"L'Ours Bar",402911-2895,"Mil’s Best Ice",386.97,Missouri
1153,"KENTLANDS GOURMET",457142-3666,"Coca Cola",550.17,"South Carolina"
1154,"KENTLANDS GOURMET",457142-3666,"Bud Light",260.17,"South Carolina"
1155,"KENTLANDS GOURMET",457142-3666,Steak,500.17,"South Carolina"
1156,"KENTLANDS GOURMET",457142-3666,Milestones,690.17,"South Carolina"
1157,"KENTLANDS GOURMET",457142-3666,"Diet Pepsi",590.17,"South Carolina"
1158,"KENTLANDS GOURMET",457142-3666,"Pastrami Hash",530.17,"South Carolina"
1159,"KENTLANDS GOURMET",457142-3666,"Blue Moon",320.17,"South Carolina"
1160,"KENTLANDS GOURMET",457142-3666,"French Toast",480.17,"South Carolina"
1161,"KENTLANDS GOURMET",457142-3666,"Pabst Blue Ribbon",110.17,"South Carolina"
1162,"KENTLANDS GOURMET",457142-3666,"Mountain Dew",570.17,"South Carolina"
1163,"KENTLANDS GOURMET",457142-3666,"Lamb Chops",540.17,"South Carolina"
1164,"KENTLANDS GOURMET",457142-3666,"Bud Ice",120.17,"South Carolina"
2129,"SHANGHAI VILLAGE",329549-8939,"Pastrami Hash",573.35,"North Carolina"
2130,"SHANGHAI VILLAGE",329549-8939,"Bulleit 10YR",773.35,"North Carolina"
2131,"SHANGHAI VILLAGE",329549-8939,Omelet,563.35,"North Carolina"
2132,"SHANGHAI VILLAGE",329549-8939,Quesadillas,103.35,"North Carolina"
2133,"SHANGHAI VILLAGE",329549-8939,"Extra Yanjing",323.35,"North Carolina"
2134,"SHANGHAI VILLAGE",329549-8939,Prosscco,723.35,"North Carolina"
2135,"SHANGHAI VILLAGE",329549-8939,Milestones,733.35,"North Carolina"
2136,"SHANGHAI VILLAGE",329549-8939,"Chicken Pot Pie",513.35,"North Carolina"
2137,"SHANGHAI VILLAGE",329549-8939,"Michelob Ultra",253.35,"North Carolina"
2138,"SHANGHAI VILLAGE",329549-8939,"Fried Pickles",453.35,"North Carolina"
2139,"SHANGHAI VILLAGE",329549-8939,"Artichoke dip",113.35,"North Carolina"
1286,"La Mezcaleria",059219-3288,Sprite,589.29,Pennsylvania
1287,"La Mezcaleria",059219-3288,"Farro Salad",89.29,Pennsylvania
1288,"La Mezcaleria",059219-3288,"Iresh Breakfast",519.29,Pennsylvania
1289,"La Mezcaleria",059219-3288,"Diet Pepsi",599.29,Pennsylvania
1290,"La Mezcaleria",059219-3288,"Miller High Life",149.29,Pennsylvania
1291,"La Mezcaleria",059219-3288,Monster,649.29,Pennsylvania
1292,"La Mezcaleria",059219-3288,Wings,49.29,Pennsylvania
1293,"La Mezcaleria",059219-3288,"Keystone Light",159.29,Pennsylvania
1294,"La Mezcaleria",059219-3288,Snow,279.29,Pennsylvania
1295,"La Mezcaleria",059219-3288,"Coors Light",259.29,Pennsylvania
1296,"La Mezcaleria",059219-3288,"Fried Pickles",419.29,Pennsylvania
1297,"La Mezcaleria",059219-3288,"Mil’s Best Ice",389.29,Pennsylvania
1234,"La Commune",273086-1339,Steak,509.18,Montana
1235,"La Commune",273086-1339,"Iresh Breakfast",519.18,Montana
1236,"La Commune",273086-1339,Tsingtao,299.18,Montana
1237,"La Commune",273086-1339,"Chicken Buger",449.18,Montana
1238,"La Commune",273086-1339,Prosscco,689.18,Montana
1239,"La Commune",273086-1339,"Blue Moon",329.18,Montana
1240,"La Commune",273086-1339,Sprite,589.18,Montana
1241,"La Commune",273086-1339,Bakers,729.18,Montana
1242,"La Commune",273086-1339,"Onion rings",29.18,Montana
1243,"La Commune",273086-1339,White,679.18,Montana
1244,"La Commune",273086-1339,"Corpse Reviver 212",709.18,Montana
1267,"La Fontaine de Belleville",035952-6936,Busch,179.29,Montana
1268,"La Fontaine de Belleville",035952-6936,"Chicken Pot Pie",479.29,Montana
1269,"La Fontaine de Belleville",035952-6936,"Tater Tots",409.29,Montana
1270,"La Fontaine de Belleville",035952-6936,Icehouse,369.29,Montana
1271,"La Fontaine de Belleville",035952-6936,"Lamb Chops",549.29,Montana
1272,"La Fontaine de Belleville",035952-6936,"Natural Light",199.29,Montana
1273,"La Fontaine de Belleville",035952-6936,"Mountain Dew",579.29,Montana
1274,"La Fontaine de Belleville",035952-6936,"Bulleit 10YR",739.29,Montana
1275,"La Fontaine de Belleville",035952-6936,Guinness,399.29,Montana
1298,"LA PANETTERIA ",189702-8542,"Miller Lite",239.29,"South Carolina"
1299,"LA PANETTERIA ",189702-8542,"Fish & Chip",429.29,"South Carolina"
1300,"LA PANETTERIA ",189702-8542,"Mello Yello",629.29,"South Carolina"
1301,"LA PANETTERIA ",189702-8542,"7 Up",639.29,"South Carolina"
1302,"LA PANETTERIA ",189702-8542,PEARLRIVER,309.29,"South Carolina"
1303,"LA PANETTERIA ",189702-8542,Red,659.29,"South Carolina"
1304,"LA PANETTERIA ",189702-8542,"Bud Light",269.29,"South Carolina"
1305,"LA PANETTERIA ",189702-8542,Omelet,529.29,"South Carolina"
1306,"LA PANETTERIA ",189702-8542,"Michelob Ultra",219.29,"South Carolina"
1307,"LA PANETTERIA ",189702-8542,Rose,669.29,"South Carolina"
1308,"LA PANETTERIA ",189702-8542,White,679.29,"South Carolina"
1309,"LA PANETTERIA ",189702-8542,"Blue Moon",329.29,"South Carolina"
1310,"LA PANETTERIA ",189702-8542,"Cheesecake eggrolls",459.29,"South Carolina"
652,Combat,163829-1896,"Modelo Especial",205.76,Vermont
653,Combat,163829-1896,Monster,645.76,Vermont
654,Combat,163829-1896,"Onion rings",25.76,Vermont
655,Combat,163829-1896,"Natural Ice",105.76,Vermont
656,Combat,163829-1896,"Coors Light",255.76,Vermont
657,Combat,163829-1896,"Natural Light",195.76,Vermont
658,Combat,163829-1896,"Blue Moon",325.76,Vermont
659,Combat,163829-1896,"Steel Reserve",355.76,Vermont
660,Combat,163829-1896,"Coors Banquet",345.76,Vermont
661,Combat,163829-1896,Sprite,585.76,Vermont
662,Combat,163829-1896,"Bulleit 10YR",735.76,Vermont
705,"CUBA DE AYER",746894-2946,"Stella Artois",138.05,"New Hampshire"
706,"CUBA DE AYER",746894-2946,"Farro Salad",88.05,"New Hampshire"
707,"CUBA DE AYER",746894-2946,Steak,508.05,"New Hampshire"
708,"CUBA DE AYER",746894-2946,"Pastrami Hash",538.05,"New Hampshire"
709,"CUBA DE AYER",746894-2946,"Modelo Especial",208.05,"New Hampshire"
710,"CUBA DE AYER",746894-2946,"Chicken Pot Pie",478.05,"New Hampshire"
711,"CUBA DE AYER",746894-2946,"Steel Reserve",358.05,"New Hampshire"
712,"CUBA DE AYER",746894-2946,Red,658.05,"New Hampshire"
713,"CUBA DE AYER",746894-2946,Fanta,618.05,"New Hampshire"
714,"CUBA DE AYER",746894-2946,"Michelob Ultra",218.05,"New Hampshire"
715,"CUBA DE AYER",746894-2946,"Mozzarella sticks",58.05,"New Hampshire"
2616,"THE YO YO CAFE",347113-2062,"Modelo Especial",220.45,"New Hampshire"
2617,"THE YO YO CAFE",347113-2062,Pancakes,510.45,"New Hampshire"
2618,"THE YO YO CAFE",347113-2062,Quesadillas,80.45,"New Hampshire"
2619,"THE YO YO CAFE",347113-2062,"Iresh Breakfast",530.45,"New Hampshire"
2620,"THE YO YO CAFE",347113-2062,"Michelob Ultra",230.45,"New Hampshire"
2621,"THE YO YO CAFE",347113-2062,"French fries",30.45,"New Hampshire"
2622,"THE YO YO CAFE",347113-2062,"Dos Equis",350.45,"New Hampshire"
2623,"THE YO YO CAFE",347113-2062,"Fish & Chip",440.45,"New Hampshire"
2624,"THE YO YO CAFE",347113-2062,Tsingtao,310.45,"New Hampshire"
2625,"THE YO YO CAFE",347113-2062,"Cheesecake eggrolls",470.45,"New Hampshire"
2626,"THE YO YO CAFE",347113-2062,"Strawberry Cheesecake",480.45,"New Hampshire"
2627,"THE YO YO CAFE",347113-2062,"Diet Pepsi",610.45,"New Hampshire"
863,"En Vrac",065245-1634,"French fries",13.91,"New Hampshire"
864,"En Vrac",065245-1634,"Strawberry Cheesecake",463.91,"New Hampshire"
865,"En Vrac",065245-1634,"Fish & Chip",423.91,"New Hampshire"
866,"En Vrac",065245-1634,"Dos Equis",333.91,"New Hampshire"
867,"En Vrac",065245-1634,"Michelob Ultra",213.91,"New Hampshire"
868,"En Vrac",065245-1634,"Coors Light",253.91,"New Hampshire"
869,"En Vrac",065245-1634,"Natural Ice",103.91,"New Hampshire"
870,"En Vrac",065245-1634,"Mello Yello",623.91,"New Hampshire"
871,"En Vrac",065245-1634,"Yuengling Lager",313.91,"New Hampshire"
872,"En Vrac",065245-1634,Omelet,523.91,"New Hampshire"
873,"En Vrac",065245-1634,Wings,43.91,"New Hampshire"
817,"EL MARIACHI",107629-9856,"Corona Extra",223.69,Pennsylvania
818,"EL MARIACHI",107629-9856,"Coors Banquet",343.69,Pennsylvania
819,"EL MARIACHI",107629-9856,Milestones,693.69,Pennsylvania
820,"EL MARIACHI",107629-9856,"Pastrami Hash",533.69,Pennsylvania
821,"EL MARIACHI",107629-9856,"Bud Light",263.69,Pennsylvania
822,"EL MARIACHI",107629-9856,"Diet Dr Pepper",603.69,Pennsylvania
