ItemID,Bar,License,Item,Price
448,"BROOKVILLE EATERY",405616-0742,"7 Up",630.49
449,"BROOKVILLE EATERY",405616-0742,Milestones,690.49
450,"BROOKVILLE EATERY",405616-0742,"Miller Lite",230.49
451,"BROOKVILLE EATERY",405616-0742,Wings,40.49
452,"BROOKVILLE EATERY",405616-0742,Fanta,610.49
453,"BROOKVILLE EATERY",405616-0742,"Chicken Buger",440.49
454,"BROOKVILLE EATERY",405616-0742,"Pastrami Hash",530.49
455,"BROOKVILLE EATERY",405616-0742,"Mello Yello",620.49
456,Bruxelles,935080-2824,Rose,660.58
457,Bruxelles,935080-2824,"Steel Reserve",350.58
458,Bruxelles,935080-2824,"Coca Cola",550.58
459,Bruxelles,935080-2824,"Farro Salad",80.58
460,Bruxelles,935080-2824,"Chicken Buger",440.58
461,Bruxelles,935080-2824,Pepsi-Cola,560.58
462,Bruxelles,935080-2824,Budweiser,240.58
463,Bruxelles,935080-2824,"Stella Artois",130.58
464,Bruxelles,935080-2824,"Yuengling Lager",310.58
465,Bruxelles,935080-2824,"Purple Rain",740.58
466,Bruxelles,935080-2824,"Corpse Reviver 212",700.58
467,Bruxelles,935080-2824,Prosscco,680.58
468,Budvar,826130-4276,"Fish & Chip",420.58
469,Budvar,826130-4276,"Coors Light",250.58
470,Budvar,826130-4276,"Cheesecake eggrolls",450.58
471,Budvar,826130-4276,Jameson,710.58
472,Budvar,826130-4276,White,670.58
473,Budvar,826130-4276,"Natural Light",190.58
474,Budvar,826130-4276,"Diet Pepsi",590.58
475,Budvar,826130-4276,Sprite,580.58
476,Budvar,826130-4276,"Tater Tots",400.58
477,Budvar,826130-4276,"Mountain Dew",570.58
478,Budvar,826130-4276,PEARLRIVER,300.58
479,Cabana,012286-7948,Nachos,30.58
480,Cabana,012286-7948,"Iresh Breakfast",510.58
481,Cabana,012286-7948,Snow,270.58
482,Cabana,012286-7948,Heineken,160.58
483,Cabana,012286-7948,"Cheese Buger",430.58
484,Cabana,012286-7948,"Busch Light",180.58
485,Cabana,012286-7948,"Corona Extra",220.58
486,Cabana,012286-7948,"Bud Ice",120.58
487,Cabana,012286-7948,"Blue Moon",320.58
488,Cabana,012286-7948,"Extra Yanjing",280.58
489,Cabana,012286-7948,"Bulleit 10YR",730.58
490,Cabana,012286-7948,"Coors Banquet",340.58
491,"CANA BEER & WINE",192695-6895,"Pabst Blue Ribbon",111.07
492,"CANA BEER & WINE",192695-6895,White,671.07
493,"CANA BEER & WINE",192695-6895,Tsingtao,291.07
494,"CANA BEER & WINE",192695-6895,"Modelo Especial",201.07
495,"CANA BEER & WINE",192695-6895,"Blue Moon",321.07
496,"CANA BEER & WINE",192695-6895,"Bud Light",261.07
497,"CANA BEER & WINE",192695-6895,Busch,171.07
498,"CANA BEER & WINE",192695-6895,Fanta,611.07
499,"CANA BEER & WINE",192695-6895,"Coca Cola",551.07
500,"CANA BEER & WINE",192695-6895,"Iresh Breakfast",511.07
501,"CANA BEER & WINE",192695-6895,"Steel Reserve",351.07
502,"CANA BEER & WINE",192695-6895,"Bud Ice",121.07
503,Candelaria,645845-0472,"Miller Lite",231.07
504,Candelaria,645845-0472,"Corona Light",371.07
505,Candelaria,645845-0472,"Onion rings",21.07
506,Candelaria,645845-0472,"Dos Equis",331.07
507,Candelaria,645845-0472,"Strawberry Cheesecake",461.07
508,Candelaria,645845-0472,Icehouse,361.07
509,Candelaria,645845-0472,"Lamb Chops",541.07
510,Candelaria,645845-0472,Budweiser,241.07
511,Candelaria,645845-0472,"Coors Banquet",341.07
512,Candelaria,645845-0472,"Cheesecake eggrolls",451.07
513,Candelaria,645845-0472,Pancakes,491.07
514,Candelaria,645845-0472,"Stella Artois",131.07
515,Candelaria,645845-0472,"Mozzarella sticks",51.07
516,CANOPY,993738-4536,"Tater Tots",401.07
517,CANOPY,993738-4536,"Diet Dr Pepper",601.07
518,CANOPY,993738-4536,"Fried Pickles",411.07
519,CANOPY,993738-4536,"Artichoke dip",71.07
520,CANOPY,993738-4536,Pepsi-Cola,561.07
521,CANOPY,993738-4536,"Extra Yanjing",281.07
522,CANOPY,993738-4536,Guinness,391.07
523,CANOPY,993738-4536,"Corpse Reviver 212",701.07
524,CANOPY,993738-4536,"French Toast",481.07
525,CANOPY,993738-4536,Prosscco,681.07
526,CANOPY,993738-4536,Rose,661.07
527,CANOPY,993738-4536,Heineken,161.07
528,CARAVAN,034340-6674,Omelet,526.02
529,CARAVAN,034340-6674,"Diet Pepsi",596.02
530,CARAVAN,034340-6674,"Diet Dr Pepper",606.02
531,CARAVAN,034340-6674,Prosscco,686.02
532,CARAVAN,034340-6674,Nachos,36.02
533,CARAVAN,034340-6674,Milestones,696.02
534,CARAVAN,034340-6674,"Miller High Life",146.02
535,CARAVAN,034340-6674,PEARLRIVER,306.02
536,CARAVAN,034340-6674,"Mountain Dew",576.02
537,CARAVAN,034340-6674,Jameson,716.02
538,CARAVAN,034340-6674,"Busch Light",186.02
539,"Castor Club",812147-3998,Tsingtao,296.02
540,"Castor Club",812147-3998,"Mozzarella sticks",56.02
541,"Castor Club",812147-3998,Wings,46.02
542,"Castor Club",812147-3998,"Cheesecake eggrolls",456.02
543,"Castor Club",812147-3998,Quesadillas,66.02
544,"Castor Club",812147-3998,"Modelo Especial",206.02
545,"Castor Club",812147-3998,"Yuengling Lager",316.02
546,"Castor Club",812147-3998,"Lamb Chops",546.02
547,"Castor Club",812147-3998,White,676.02
548,"Castor Club",812147-3998,"Cheese Buger",436.02
549,"Castor Club",812147-3998,"Strawberry Cheesecake",466.02
550,"Castor Club",812147-3998,Bakers,726.02
551,"CAVA RESTAURANT",727659-2461,"Corona Extra",226.02
552,"CAVA RESTAURANT",727659-2461,"Farro Salad",86.02
553,"CAVA RESTAURANT",727659-2461,"Bulleit 10YR",736.02
554,"CAVA RESTAURANT",727659-2461,Guinness,396.02
555,"CAVA RESTAURANT",727659-2461,"Extra Yanjing",286.02
556,"CAVA RESTAURANT",727659-2461,"Iresh Breakfast",516.02
557,"CAVA RESTAURANT",727659-2461,"French fries",16.02
558,"CAVA RESTAURANT",727659-2461,Rose,666.02
559,"CAVA RESTAURANT",727659-2461,"7 Up",636.02
560,"CAVA RESTAURANT",727659-2461,"Coca Cola",556.02
561,"CAVA RESTAURANT",727659-2461,"French Toast",486.02
562,"CHAPALA RESTAURANT",659157-0376,Budweiser,246.02
563,"CHAPALA RESTAURANT",659157-0376,Pepsi-Cola,566.02
564,"CHAPALA RESTAURANT",659157-0376,"Steel Reserve",356.02
565,"CHAPALA RESTAURANT",659157-0376,Icehouse,366.02
566,"CHAPALA RESTAURANT",659157-0376,"Pastrami Hash",536.02
567,"CHAPALA RESTAURANT",659157-0376,"Stella Artois",136.02
568,"CHAPALA RESTAURANT",659157-0376,"Onion rings",26.02
569,"CHAPALA RESTAURANT",659157-0376,"Fried Pickles",416.02
570,"CHAPALA RESTAURANT",659157-0376,Pancakes,496.02
571,"CHAPALA RESTAURANT",659157-0376,"Corona Light",376.02
572,"CHAPALA RESTAURANT",659157-0376,"Mil’s Best Ice",386.02
573,"CHEESESTEAK MIKE'S",214195-2529,"Blue Moon",326.02
574,"CHEESESTEAK MIKE'S",214195-2529,"Natural Light",196.02
575,"CHEESESTEAK MIKE'S",214195-2529,"Michelob Ultra",216.02
576,"CHEESESTEAK MIKE'S",214195-2529,Heineken,166.02
577,"CHEESESTEAK MIKE'S",214195-2529,Red,656.02
578,"CHEESESTEAK MIKE'S",214195-2529,Fanta,616.02
579,"CHEESESTEAK MIKE'S",214195-2529,"Purple Rain",746.02
580,"CHEESESTEAK MIKE'S",214195-2529,"Corpse Reviver 212",706.02
581,"CHEESESTEAK MIKE'S",214195-2529,"Mello Yello",626.02
582,"CHEESESTEAK MIKE'S",214195-2529,"Bud Ice",126.02
583,"CHEESESTEAK MIKE'S",214195-2529,"Bud Light",266.02
584,"Chez Ammad",195979-2548,"French fries",17.45
585,"Chez Ammad",195979-2548,"Cheese Buger",437.45
586,"Chez Ammad",195979-2548,Sprite,587.45
587,"Chez Ammad",195979-2548,Quesadillas,67.45
588,"Chez Ammad",195979-2548,"Dos Equis",337.45
589,"Chez Ammad",195979-2548,Busch,177.45
590,"Chez Ammad",195979-2548,"Chicken Pot Pie",477.45
591,"Chez Ammad",195979-2548,Fanta,617.45
592,"Chez Ammad",195979-2548,"Cheesecake eggrolls",457.45
593,"Chez Ammad",195979-2548,Pepsi-Cola,567.45
594,"Chez Ammad",195979-2548,"Chicken Buger",447.45
595,"CHICKEN BASKET",392762-0769,"Fish & Chip",427.45
596,"CHICKEN BASKET",392762-0769,Tsingtao,297.45
597,"CHICKEN BASKET",392762-0769,"Corona Extra",227.45
598,"CHICKEN BASKET",392762-0769,"French Toast",487.45
599,"CHICKEN BASKET",392762-0769,"Lamb Chops",547.45
600,"CHICKEN BASKET",392762-0769,"Michelob Ultra",217.45
601,"CHICKEN BASKET",392762-0769,"Bud Ice",127.45
602,"CHICKEN BASKET",392762-0769,"Natural Light",197.45
603,"CHICKEN BASKET",392762-0769,"Steel Reserve",357.45
604,"CHICKEN BASKET",392762-0769,"Pabst Blue Ribbon",117.45
605,"CHICKEN BASKET",392762-0769,Nachos,37.45
606,"CHICKEN BASKET",392762-0769,"Bud Light",267.45
607,"CHOICE ",075626-4206,"Stella Artois",137.45
608,"CHOICE ",075626-4206,"Corona Light",377.45
609,"CHOICE ",075626-4206,"Diet Pepsi",597.45
610,"CHOICE ",075626-4206,Bakers,727.45
611,"CHOICE ",075626-4206,"Iresh Breakfast",517.45
612,"CHOICE ",075626-4206,"Farro Salad",87.45
613,"CHOICE ",075626-4206,PEARLRIVER,307.45
614,"CHOICE ",075626-4206,Jameson,717.45
615,"CHOICE ",075626-4206,"Tater Tots",407.45
616,"CHOICE ",075626-4206,White,677.45
617,"CHOICE ",075626-4206,Pancakes,497.45
618,"CHOICE ",075626-4206,Prosscco,687.45
619,"CLUB 175",843001-5555,Budweiser,247.45
620,"CLUB 175",843001-5555,"7 Up",637.45
621,"CLUB 175",843001-5555,"Diet Dr Pepper",607.45
622,"CLUB 175",843001-5555,Guinness,397.45
623,"CLUB 175",843001-5555,Monster,647.45
624,"CLUB 175",843001-5555,"Coors Banquet",347.45
625,"CLUB 175",843001-5555,"Corpse Reviver 212",707.45
626,"CLUB 175",843001-5555,"Coca Cola",557.45
627,"CLUB 175",843001-5555,"Mountain Dew",577.45
628,"CLUB 175",843001-5555,"Onion rings",27.45
629,CLYDE'S,098193-2403,"Bulleit 10YR",737.45
630,CLYDE'S,098193-2403,Milestones,697.45
631,CLYDE'S,098193-2403,"Modelo Especial",207.45
632,CLYDE'S,098193-2403,"Busch Light",187.45
633,CLYDE'S,098193-2403,"Keystone Light",157.45
634,CLYDE'S,098193-2403,Wings,47.45
635,CLYDE'S,098193-2403,"Strawberry Cheesecake",467.45
636,CLYDE'S,098193-2403,"Pastrami Hash",537.45
637,CLYDE'S,098193-2403,"Mello Yello",627.45
638,CLYDE'S,098193-2403,Steak,507.45
639,CLYDE'S,098193-2403,"Miller High Life",147.45
640,CLYDE'S,098193-2403,"Mozzarella sticks",57.45
641,"Coconut Willie's Cocktail Lounge",103228-2632,Milestones,695.76
642,"Coconut Willie's Cocktail Lounge",103228-2632,Tsingtao,295.76
643,"Coconut Willie's Cocktail Lounge",103228-2632,"Chicken Buger",445.76
644,"Coconut Willie's Cocktail Lounge",103228-2632,Busch,175.76
645,"Coconut Willie's Cocktail Lounge",103228-2632,"French Toast",485.76
646,"Coconut Willie's Cocktail Lounge",103228-2632,"Lamb Chops",545.76
647,"Coconut Willie's Cocktail Lounge",103228-2632,Bakers,725.76
648,"Coconut Willie's Cocktail Lounge",103228-2632,Icehouse,365.76
649,"Coconut Willie's Cocktail Lounge",103228-2632,"Fish & Chip",425.76
650,"Coconut Willie's Cocktail Lounge",103228-2632,"Pabst Blue Ribbon",115.76
651,"Coconut Willie's Cocktail Lounge",103228-2632,"Michelob Ultra",215.76
652,Combat,163829-1896,"Modelo Especial",205.76
653,Combat,163829-1896,Monster,645.76
654,Combat,163829-1896,"Onion rings",25.76
655,Combat,163829-1896,"Natural Ice",105.76
656,Combat,163829-1896,"Coors Light",255.76
657,Combat,163829-1896,"Natural Light",195.76
658,Combat,163829-1896,"Blue Moon",325.76
659,Combat,163829-1896,"Steel Reserve",355.76
660,Combat,163829-1896,"Coors Banquet",345.76
661,Combat,163829-1896,Sprite,585.76
662,Combat,163829-1896,"Bulleit 10YR",735.76
663,"Connolly Station",638134-8991,"Diet Pepsi",595.76
664,"Connolly Station",638134-8991,"Extra Yanjing",285.76
665,"Connolly Station",638134-8991,Snow,275.76
666,"Connolly Station",638134-8991,"French fries",15.76
667,"Connolly Station",638134-8991,"Pastrami Hash",535.76
668,"Connolly Station",638134-8991,"Dos Equis",335.76
669,"Connolly Station",638134-8991,Omelet,525.76
670,"Connolly Station",638134-8991,Fanta,615.76
671,"Connolly Station",638134-8991,Pancakes,495.76
672,"Connolly Station",638134-8991,Heineken,165.76
673,"Connolly Station",638134-8991,"Corpse Reviver 212",705.76
674,"COUNTRY BOY CLUB",565494-6333,Nachos,35.76
675,"COUNTRY BOY CLUB",565494-6333,"Coca Cola",555.76
676,"COUNTRY BOY CLUB",565494-6333,"7 Up",635.76
677,"COUNTRY BOY CLUB",565494-6333,Steak,505.76
678,"COUNTRY BOY CLUB",565494-6333,"Cheese Buger",435.76
679,"COUNTRY BOY CLUB",565494-6333,"Mountain Dew",575.76
680,"COUNTRY BOY CLUB",565494-6333,"Miller Lite",235.76
681,"COUNTRY BOY CLUB",565494-6333,"Fried Pickles",415.76
682,"COUNTRY BOY CLUB",565494-6333,Budweiser,245.76
683,"COUNTRY BOY CLUB",565494-6333,"Yuengling Lager",315.76
684,"COUNTRY BOY CLUB",565494-6333,Red,655.76
685,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,"Stella Artois",135.76
686,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,"Bud Light",265.76
687,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,"Tater Tots",405.76
688,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,"Keystone Light",155.76
689,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,"Miller High Life",145.76
690,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,Rose,665.76
691,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,"Mello Yello",625.76
692,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,Guinness,395.76
693,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,"Farro Salad",85.76
694,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,"Mozzarella sticks",55.76
695,"CRISFIELD SEAFOOD RESTAURANT",195256-6840,Jameson,715.76
696,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,Wings,48.05
697,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,Pancakes,498.05
698,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,"Chicken Buger",448.05
699,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,"Mello Yello",628.05
700,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,"Dos Equis",338.05
701,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,Quesadillas,68.05
702,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,"Iresh Breakfast",518.05
703,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,"Cheesecake eggrolls",458.05
704,"CRISTINA'S ITALIAN RISTORANTE",944800-8871,Busch,178.05
705,"CUBA DE AYER",746894-2946,"Stella Artois",138.05
706,"CUBA DE AYER",746894-2946,"Farro Salad",88.05
707,"CUBA DE AYER",746894-2946,Steak,508.05
708,"CUBA DE AYER",746894-2946,"Pastrami Hash",538.05
709,"CUBA DE AYER",746894-2946,"Modelo Especial",208.05
710,"CUBA DE AYER",746894-2946,"Chicken Pot Pie",478.05
711,"CUBA DE AYER",746894-2946,"Steel Reserve",358.05
712,"CUBA DE AYER",746894-2946,Red,658.05
713,"CUBA DE AYER",746894-2946,Fanta,618.05
714,"CUBA DE AYER",746894-2946,"Michelob Ultra",218.05
715,"CUBA DE AYER",746894-2946,"Mozzarella sticks",58.05
716,CUBANO'S,284560-8641,"Onion rings",28.05
717,CUBANO'S,284560-8641,"Miller High Life",148.05
718,CUBANO'S,284560-8641,"Strawberry Cheesecake",468.05
719,CUBANO'S,284560-8641,"Blue Moon",328.05
720,CUBANO'S,284560-8641,"Yuengling Lager",318.05
721,CUBANO'S,284560-8641,Tsingtao,298.05
722,CUBANO'S,284560-8641,"Keystone Light",158.05
723,CUBANO'S,284560-8641,"Mil’s Best Ice",388.05
724,CUBANO'S,284560-8641,Pepsi-Cola,568.05
725,CUBANO'S,284560-8641,"Cheese Buger",438.05
726,CUBANO'S,284560-8641,"Extra Yanjing",288.05
727,"DAD'S BEER ",987820-7241,Milestones,698.05
728,"DAD'S BEER ",987820-7241,"Coors Light",258.05
729,"DAD'S BEER ",987820-7241,"Corona Light",378.05
730,"DAD'S BEER ",987820-7241,"7 Up",638.05
731,"DAD'S BEER ",987820-7241,"Bud Ice",128.05
732,"DAD'S BEER ",987820-7241,"Fried Pickles",418.05
733,"DAD'S BEER ",987820-7241,Budweiser,248.05
734,"DAD'S BEER ",987820-7241,PEARLRIVER,308.05
735,"DAD'S BEER ",987820-7241,Snow,278.05
736,"DAD'S BEER ",987820-7241,Prosscco,688.05
737,"DAD'S BEER ",987820-7241,Heineken,168.05
738,"DAD'S BEER ",987820-7241,"Coors Banquet",348.05
739,"Daly's Wine Bar",686766-4572,"Bud Light",268.05
740,"Daly's Wine Bar",686766-4572,"Diet Dr Pepper",608.05
741,"Daly's Wine Bar",686766-4572,"Purple Rain",748.05
742,"Daly's Wine Bar",686766-4572,White,678.05
743,"Daly's Wine Bar",686766-4572,Jameson,718.05
744,"Daly's Wine Bar",686766-4572,Omelet,528.05
745,"Daly's Wine Bar",686766-4572,"French fries",18.05
746,"Daly's Wine Bar",686766-4572,Guinness,398.05
747,"Daly's Wine Bar",686766-4572,Icehouse,368.05
748,"Daly's Wine Bar",686766-4572,"Artichoke dip",78.05
749,"Daly's Wine Bar",686766-4572,"Tater Tots",408.05
750,"DOCK OF THE BAY",835167-6583,Bakers,720.91
751,"DOCK OF THE BAY",835167-6583,"Blue Moon",320.91
752,"DOCK OF THE BAY",835167-6583,Omelet,520.91
753,"DOCK OF THE BAY",835167-6583,"Tater Tots",400.91
754,"DOCK OF THE BAY",835167-6583,"Fried Pickles",410.91
755,"DOCK OF THE BAY",835167-6583,"Farro Salad",80.91
756,"DOCK OF THE BAY",835167-6583,"Corpse Reviver 212",700.91
757,"DOCK OF THE BAY",835167-6583,Sprite,580.91
758,"DOCK OF THE BAY",835167-6583,Rose,660.91
759,"DOCK OF THE BAY",835167-6583,"Lamb Chops",540.91
760,"DOCK OF THE BAY",835167-6583,"Artichoke dip",70.91
761,"DOCK OF THE BAY",835167-6583,PEARLRIVER,300.91
762,"DUCK DUCK GOOSE",844789-9843,"Stella Artois",130.91
763,"DUCK DUCK GOOSE",844789-9843,"Corona Extra",220.91
764,"DUCK DUCK GOOSE",844789-9843,Red,650.91
765,"DUCK DUCK GOOSE",844789-9843,"Pabst Blue Ribbon",110.91
766,"DUCK DUCK GOOSE",844789-9843,"French fries",10.91
767,"DUCK DUCK GOOSE",844789-9843,"French Toast",480.91
768,"DUCK DUCK GOOSE",844789-9843,"Yuengling Lager",310.91
769,"DUCK DUCK GOOSE",844789-9843,"Keystone Light",150.91
770,"DUCK DUCK GOOSE",844789-9843,"Mello Yello",620.91
771,"DUCK DUCK GOOSE",844789-9843,White,670.91
772,"DUCK DUCK GOOSE",844789-9843,"7 Up",630.91
773,"DUCK DUCK GOOSE",844789-9843,"Busch Light",180.91
774,"DULCINEA BAR & GRILL",155187-4140,"Cheese Buger",430.91
775,"DULCINEA BAR & GRILL",155187-4140,"Miller Lite",230.91
776,"DULCINEA BAR & GRILL",155187-4140,Milestones,690.91
777,"DULCINEA BAR & GRILL",155187-4140,"Mountain Dew",570.91
778,"DULCINEA BAR & GRILL",155187-4140,"Chicken Pot Pie",470.91
779,"DULCINEA BAR & GRILL",155187-4140,"Coca Cola",550.91
780,"DULCINEA BAR & GRILL",155187-4140,"Bud Light",260.91
781,"DULCINEA BAR & GRILL",155187-4140,"Chicken Buger",440.91
782,"DULCINEA BAR & GRILL",155187-4140,Tsingtao,290.91
783,"DULCINEA BAR & GRILL",155187-4140,Wings,40.91
784,"DULCINEA BAR & GRILL",155187-4140,"Corona Light",370.91
785,EGGSPECTATION,459940-2189,"Bulleit 10YR",730.91
786,EGGSPECTATION,459940-2189,"Dos Equis",330.91
787,EGGSPECTATION,459940-2189,"Modelo Especial",200.91
788,EGGSPECTATION,459940-2189,"Diet Dr Pepper",600.91
789,EGGSPECTATION,459940-2189,Steak,500.91
790,EGGSPECTATION,459940-2189,"Bud Ice",120.91
791,EGGSPECTATION,459940-2189,"Natural Light",190.91
792,EGGSPECTATION,459940-2189,"Extra Yanjing",280.91
793,EGGSPECTATION,459940-2189,"Coors Light",250.91
794,EGGSPECTATION,459940-2189,Jameson,710.91
795,EGGSPECTATION,459940-2189,"Mil’s Best Ice",380.91
796,"EL AMATE RESTAURANT",284564-0263,Pancakes,490.91
797,"EL AMATE RESTAURANT",284564-0263,Guinness,390.91
798,"EL AMATE RESTAURANT",284564-0263,"Fish & Chip",420.91
799,"EL AMATE RESTAURANT",284564-0263,"Diet Pepsi",590.91
800,"EL AMATE RESTAURANT",284564-0263,"Pastrami Hash",530.91
801,"EL AMATE RESTAURANT",284564-0263,"Iresh Breakfast",510.91
802,"EL AMATE RESTAURANT",284564-0263,"Cheesecake eggrolls",450.91
803,"EL AMATE RESTAURANT",284564-0263,"Coors Banquet",340.91
804,"EL AMATE RESTAURANT",284564-0263,Busch,170.91
805,"EL AMATE RESTAURANT",284564-0263,"Mozzarella sticks",50.91
806,"EL AMATE RESTAURANT",284564-0263,"Steel Reserve",350.91
807,"EL ANDARIEGO",822937-5764,"Blue Moon",323.69
808,"EL ANDARIEGO",822937-5764,"Coors Light",253.69
809,"EL ANDARIEGO",822937-5764,"Modelo Especial",203.69
810,"EL ANDARIEGO",822937-5764,"Cheese Buger",433.69
811,"EL ANDARIEGO",822937-5764,Pepsi-Cola,563.69
812,"EL ANDARIEGO",822937-5764,"Mello Yello",623.69
813,"EL ANDARIEGO",822937-5764,"Mozzarella sticks",53.69
814,"EL ANDARIEGO",822937-5764,"Natural Light",193.69
815,"EL ANDARIEGO",822937-5764,Sprite,583.69
816,"EL ANDARIEGO",822937-5764,"Dos Equis",333.69
817,"EL MARIACHI",107629-9856,"Corona Extra",223.69
818,"EL MARIACHI",107629-9856,"Coors Banquet",343.69
819,"EL MARIACHI",107629-9856,Milestones,693.69
820,"EL MARIACHI",107629-9856,"Pastrami Hash",533.69
821,"EL MARIACHI",107629-9856,"Bud Light",263.69
822,"EL MARIACHI",107629-9856,"Diet Dr Pepper",603.69
823,"EL MARIACHI",107629-9856,"Cheesecake eggrolls",453.69
824,"EL MARIACHI",107629-9856,"Iresh Breakfast",513.69
825,"EL MARIACHI",107629-9856,Busch,173.69
826,"EL MARIACHI",107629-9856,Tsingtao,293.69
827,"EL PAISANO",269448-6792,"Strawberry Cheesecake",463.69
828,"EL PAISANO",269448-6792,Snow,273.69
829,"EL PAISANO",269448-6792,Pancakes,493.69
830,"EL PAISANO",269448-6792,"Farro Salad",83.69
831,"EL PAISANO",269448-6792,"Yuengling Lager",313.69
832,"EL PAISANO",269448-6792,Fanta,613.69
833,"EL PAISANO",269448-6792,Rose,663.69
834,"EL PAISANO",269448-6792,Bakers,723.69
835,"EL PAISANO",269448-6792,Heineken,163.69
836,"EL PAISANO",269448-6792,"Michelob Ultra",213.69
837,"EL PAISANO",269448-6792,"Mountain Dew",573.69
838,"EL PAISANO",269448-6792,"Artichoke dip",73.69
839,"EL PATIO",266006-4748,Jameson,713.69
840,"EL PATIO",266006-4748,Budweiser,243.69
841,"EL PATIO",266006-4748,Red,653.69
842,"EL PATIO",266006-4748,"Busch Light",183.69
843,"EL PATIO",266006-4748,"Purple Rain",743.69
844,"EL PATIO",266006-4748,PEARLRIVER,303.69
845,"EL PATIO",266006-4748,"Mil’s Best Ice",383.69
846,"EL PATIO",266006-4748,"Steel Reserve",353.69
847,"EL PATIO",266006-4748,"Bud Ice",123.69
848,"EL PATIO",266006-4748,"Corona Light",373.69
849,"EL PATIO",266006-4748,Guinness,393.69
850,"EL PATIO",266006-4748,Nachos,33.69
851,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"Pabst Blue Ribbon",113.69
852,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"Natural Ice",103.69
853,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,White,673.69
854,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"French fries",13.69
855,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"Stella Artois",133.69
856,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"Chicken Pot Pie",473.69
857,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"Fish & Chip",423.69
858,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,Omelet,523.69
859,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"Diet Pepsi",593.69
860,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"Coca Cola",553.69
861,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,Wings,43.69
862,"EL SOL SALVADOREAN & MEXICAN REST.",519829-9801,"Corpse Reviver 212",703.69
863,"En Vrac",065245-1634,"French fries",13.91
864,"En Vrac",065245-1634,"Strawberry Cheesecake",463.91
865,"En Vrac",065245-1634,"Fish & Chip",423.91
866,"En Vrac",065245-1634,"Dos Equis",333.91
867,"En Vrac",065245-1634,"Michelob Ultra",213.91
868,"En Vrac",065245-1634,"Coors Light",253.91
869,"En Vrac",065245-1634,"Natural Ice",103.91
870,"En Vrac",065245-1634,"Mello Yello",623.91
871,"En Vrac",065245-1634,"Yuengling Lager",313.91
872,"En Vrac",065245-1634,Omelet,523.91
873,"En Vrac",065245-1634,Wings,43.91
874,Eulipia,836692-8532,"Miller Lite",233.91
875,Eulipia,836692-8532,"Iresh Breakfast",513.91
876,Eulipia,836692-8532,"Lamb Chops",543.91
877,Eulipia,836692-8532,Fanta,613.91
878,Eulipia,836692-8532,"Bud Ice",123.91
879,Eulipia,836692-8532,PEARLRIVER,303.91
880,Eulipia,836692-8532,"Extra Yanjing",283.91
881,Eulipia,836692-8532,"Pastrami Hash",533.91
882,Eulipia,836692-8532,Monster,643.91
883,Eulipia,836692-8532,"Farro Salad",83.91
884,"EVA LOUNGE",243206-3382,"Onion rings",23.91
885,"EVA LOUNGE",243206-3382,"Blue Moon",323.91
886,"EVA LOUNGE",243206-3382,"Cheese Buger",433.91
887,"EVA LOUNGE",243206-3382,"Miller High Life",143.91
888,"EVA LOUNGE",243206-3382,Heineken,163.91
889,"EVA LOUNGE",243206-3382,Sprite,583.91
890,"EVA LOUNGE",243206-3382,"Corona Extra",223.91
891,"EVA LOUNGE",243206-3382,"Diet Dr Pepper",603.91
892,"EVA LOUNGE",243206-3382,Icehouse,363.91
893,"EVA LOUNGE",243206-3382,"Artichoke dip",73.91
894,"EVA LOUNGE",243206-3382,"Fried Pickles",413.91
895,"FINNEGAN'S WAKE IRISH PUB",267320-6500,Nachos,33.91
896,"FINNEGAN'S WAKE IRISH PUB",267320-6500,"Modelo Especial",203.91
897,"FINNEGAN'S WAKE IRISH PUB",267320-6500,"Mozzarella sticks",53.91
