TransactionID,License,BillID,ItemID
22140,573547-0154,6318,214
22141,573547-0154,6318,209
22142,573547-0154,6319,207
22143,573547-0154,6319,211
22144,573547-0154,6319,204
22145,573547-0154,6319,207
22146,573547-0154,6319,207
22147,573547-0154,6320,215
22148,573547-0154,6320,213
22149,573547-0154,6320,213
22150,573547-0154,6320,204
22151,573547-0154,6321,211
22152,573547-0154,6321,204
22153,573547-0154,6321,209
22154,573547-0154,6321,213
22155,573547-0154,6321,205
22156,573547-0154,6322,206
22157,573547-0154,6322,204
22158,573547-0154,6323,209
22159,573547-0154,6323,213
22160,573547-0154,6324,213
22161,573547-0154,6324,215
22162,573547-0154,6324,212
22163,573547-0154,6324,211
22164,573547-0154,6324,206
22165,573547-0154,6325,213
22166,573547-0154,6325,214
22167,573547-0154,6325,214
22168,573547-0154,6325,214
22169,573547-0154,6326,213
22170,573547-0154,6326,214
22171,573547-0154,6326,212
22172,573547-0154,6327,209
22173,573547-0154,6327,205
22174,573547-0154,6327,210
22175,573547-0154,6327,214
22176,098193-2403,6328,629
22177,098193-2403,6328,632
22178,098193-2403,6328,634
22179,098193-2403,6328,629
22180,098193-2403,6328,632
22181,098193-2403,6329,629
22182,098193-2403,6329,632
22183,098193-2403,6329,639
22184,098193-2403,6330,632
22185,098193-2403,6330,636
22186,098193-2403,6330,632
22187,098193-2403,6330,630
22188,098193-2403,6330,635
22189,098193-2403,6331,635
22190,098193-2403,6331,640
22191,098193-2403,6331,636
22192,098193-2403,6331,630
22193,098193-2403,6332,630
22194,098193-2403,6332,638
22195,098193-2403,6332,631
22196,098193-2403,6332,638
22197,098193-2403,6332,636
22198,098193-2403,6333,629
22199,098193-2403,6333,640
22200,098193-2403,6333,636
22201,098193-2403,6333,639
22202,098193-2403,6333,630
22203,098193-2403,6334,633
22204,098193-2403,6334,630
22205,098193-2403,6334,635
22206,098193-2403,6334,636
22207,098193-2403,6334,631
22208,098193-2403,6335,634
22209,098193-2403,6335,635
22210,098193-2403,6336,636
22211,098193-2403,6336,632
22212,098193-2403,6337,634
22213,098193-2403,6337,631
22214,098193-2403,6337,638
22215,098193-2403,6337,630
22216,098193-2403,6338,636
22217,098193-2403,6338,633
22218,098193-2403,6338,639
22219,098193-2403,6338,638
22220,098193-2403,6339,629
22221,098193-2403,6339,638
22222,098193-2403,6339,632
22223,098193-2403,6340,629
22224,098193-2403,6340,639
22225,098193-2403,6340,631
22226,098193-2403,6340,637
22227,098193-2403,6340,630
22228,098193-2403,6341,629
22229,098193-2403,6341,640
22230,098193-2403,6341,640
22231,098193-2403,6342,629
22232,098193-2403,6342,638
22233,098193-2403,6342,629
22234,098193-2403,6342,629
22235,098193-2403,6342,633
22236,098193-2403,6343,640
22237,098193-2403,6343,629
22238,098193-2403,6343,636
22239,098193-2403,6343,632
22240,098193-2403,6343,633
22241,098193-2403,6344,631
22242,098193-2403,6344,631
22243,098193-2403,6344,629
22244,098193-2403,6345,639
22245,098193-2403,6345,631
22246,098193-2403,6345,630
22247,098193-2403,6346,635
22248,098193-2403,6346,634
22249,098193-2403,6346,639
22250,098193-2403,6346,632
22251,098193-2403,6347,636
22252,098193-2403,6347,632
22253,098193-2403,6347,635
22254,098193-2403,6347,629
22255,098193-2403,6348,639
22256,098193-2403,6348,631
22257,098193-2403,6348,638
22258,098193-2403,6349,630
22259,098193-2403,6349,631
22260,098193-2403,6349,636
22261,098193-2403,6350,635
22262,098193-2403,6350,636
22263,098193-2403,6351,632
22264,098193-2403,6351,631
22265,098193-2403,6351,632
22266,098193-2403,6352,634
22267,098193-2403,6352,630
22268,098193-2403,6352,635
22269,098193-2403,6352,638
22270,098193-2403,6352,636
22271,098193-2403,6353,632
22272,098193-2403,6353,637
22273,098193-2403,6353,631
22274,098193-2403,6353,639
22275,098193-2403,6354,630
22276,098193-2403,6354,634
22277,098193-2403,6354,638
22278,098193-2403,6354,636
22279,098193-2403,6354,629
22280,098193-2403,6355,629
22281,098193-2403,6355,630
22282,098193-2403,6355,639
22283,098193-2403,6355,629
22284,098193-2403,6356,629
22285,098193-2403,6356,635
22286,098193-2403,6356,640
22287,098193-2403,6356,635
22288,098193-2403,6356,629
22289,098193-2403,6357,629
22290,098193-2403,6357,631
22291,098193-2403,6358,636
22292,098193-2403,6358,638
22293,098193-2403,6358,632
22294,098193-2403,6359,630
22295,098193-2403,6359,639
22296,098193-2403,6359,631
22297,098193-2403,6360,638
22298,098193-2403,6360,632
22299,098193-2403,6361,636
22300,098193-2403,6361,635
22301,098193-2403,6361,629
22302,098193-2403,6361,631
22303,098193-2403,6361,631
22304,098193-2403,6362,638
22305,098193-2403,6362,631
22306,098193-2403,6362,637
22307,098193-2403,6362,632
22308,098193-2403,6363,638
22309,098193-2403,6363,635
22310,098193-2403,6364,635
22311,098193-2403,6364,639
22312,098193-2403,6365,629
22313,098193-2403,6365,635
22314,098193-2403,6365,634
22315,098193-2403,6365,638
22316,098193-2403,6366,634
22317,098193-2403,6366,638
22318,098193-2403,6366,640
22319,098193-2403,6367,630
22320,098193-2403,6367,633
22321,098193-2403,6367,629
22322,098193-2403,6368,635
22323,098193-2403,6368,633
22324,098193-2403,6368,633
22325,098193-2403,6368,629
22326,098193-2403,6368,630
22327,098193-2403,6369,639
22328,098193-2403,6369,638
22329,098193-2403,6369,638
22330,098193-2403,6369,637
22331,098193-2403,6369,629
22332,098193-2403,6370,630
22333,098193-2403,6370,640
22334,098193-2403,6370,629
22335,098193-2403,6370,633
22336,098193-2403,6371,639
22337,098193-2403,6371,633
22338,098193-2403,6372,639
22339,098193-2403,6372,632
22340,098193-2403,6372,632
22341,098193-2403,6372,636
22342,098193-2403,6373,639
22343,098193-2403,6373,635
22344,098193-2403,6373,633
22345,098193-2403,6374,636
22346,098193-2403,6374,633
22347,098193-2403,6374,634
22348,098193-2403,6375,637
22349,098193-2403,6375,631
22350,098193-2403,6375,634
22351,098193-2403,6375,638
22352,098193-2403,6375,629
22353,098193-2403,6376,630
22354,098193-2403,6376,631
22355,098193-2403,6376,640
22356,098193-2403,6376,635
22357,098193-2403,6377,633
22358,098193-2403,6377,637
22359,098193-2403,6377,636
22360,098193-2403,6377,629
22361,098193-2403,6378,637
22362,098193-2403,6378,632
22363,098193-2403,6378,633
22364,098193-2403,6378,634
22365,098193-2403,6378,634
22366,098193-2403,6379,629
22367,098193-2403,6379,638
22368,098193-2403,6380,635
22369,098193-2403,6380,632
22370,098193-2403,6380,634
22371,098193-2403,6380,631
22372,098193-2403,6381,630
22373,098193-2403,6381,637
22374,098193-2403,6381,634
22375,098193-2403,6381,635
22376,098193-2403,6382,636
22377,098193-2403,6382,631
22378,098193-2403,6383,635
22379,098193-2403,6383,629
22380,098193-2403,6383,631
22381,098193-2403,6384,636
22382,098193-2403,6384,636
22383,098193-2403,6384,637
22384,098193-2403,6384,629
22385,098193-2403,6385,637
22386,098193-2403,6385,636
22387,098193-2403,6386,638
22388,098193-2403,6386,629
22389,098193-2403,6386,637
22390,098193-2403,6386,639
22391,098193-2403,6386,635
22392,098193-2403,6387,634
22393,098193-2403,6387,631
22394,098193-2403,6387,637
22395,098193-2403,6388,634
22396,098193-2403,6388,638
22397,098193-2403,6388,629
22398,098193-2403,6388,636
22399,098193-2403,6388,630
22400,098193-2403,6389,639
22401,098193-2403,6389,632
22402,098193-2403,6389,630
22403,098193-2403,6389,634
22404,098193-2403,6390,638
22405,098193-2403,6390,639
22406,098193-2403,6391,635
22407,098193-2403,6391,632
22408,098193-2403,6391,633
22409,098193-2403,6392,633
22410,098193-2403,6392,639
22411,098193-2403,6392,633
22412,098193-2403,6392,631
22413,098193-2403,6393,635
22414,098193-2403,6393,632
22415,098193-2403,6394,632
22416,098193-2403,6394,629
22417,098193-2403,6395,640
22418,098193-2403,6395,635
22419,098193-2403,6396,638
22420,098193-2403,6396,640
22421,098193-2403,6397,637
22422,098193-2403,6397,639
22423,098193-2403,6397,640
22424,098193-2403,6397,639
22425,098193-2403,6397,631
22426,098193-2403,6398,635
22427,098193-2403,6398,637
22428,098193-2403,6398,637
22429,098193-2403,6398,632
22430,098193-2403,6398,640
22431,098193-2403,6399,635
22432,098193-2403,6399,638
22433,098193-2403,6399,634
22434,098193-2403,6400,636
22435,098193-2403,6400,629
22436,098193-2403,6400,635
22437,098193-2403,6400,633
22438,098193-2403,6401,639
22439,098193-2403,6401,632
22440,098193-2403,6401,637
22441,098193-2403,6402,635
22442,098193-2403,6402,637
22443,098193-2403,6402,633
22444,098193-2403,6402,632
22445,098193-2403,6402,633
22446,098193-2403,6403,630
22447,098193-2403,6403,639
22448,098193-2403,6404,635
22449,098193-2403,6404,635
22450,098193-2403,6404,638
22451,098193-2403,6405,629
22452,098193-2403,6405,636
22453,098193-2403,6405,632
22454,098193-2403,6405,640
22455,098193-2403,6405,633
22456,098193-2403,6406,638
22457,098193-2403,6406,629
22458,098193-2403,6406,635
22459,098193-2403,6407,639
22460,098193-2403,6407,639
22461,098193-2403,6408,633
22462,098193-2403,6408,631
22463,098193-2403,6408,636
22464,098193-2403,6409,637
22465,098193-2403,6409,636
22466,098193-2403,6410,634
22467,098193-2403,6410,630
22468,098193-2403,6410,638
22469,098193-2403,6410,632
22470,098193-2403,6410,638
22471,098193-2403,6411,640
22472,098193-2403,6411,639
22473,098193-2403,6412,634
22474,098193-2403,6412,639
22475,098193-2403,6412,640
22476,098193-2403,6413,635
22477,098193-2403,6413,630
22478,098193-2403,6413,631
22479,098193-2403,6413,636
22480,098193-2403,6413,639
22481,098193-2403,6414,632
22482,098193-2403,6414,638
22483,098193-2403,6414,633
22484,098193-2403,6414,632
22485,098193-2403,6414,633
22486,098193-2403,6415,639
22487,098193-2403,6415,637
22488,098193-2403,6415,632
22489,098193-2403,6415,636
22490,098193-2403,6416,631
22491,098193-2403,6416,633
22492,098193-2403,6416,630
22493,098193-2403,6417,635
22494,098193-2403,6417,634
22495,098193-2403,6418,629
22496,098193-2403,6418,638
22497,098193-2403,6418,640
22498,098193-2403,6418,633
22499,098193-2403,6418,631
22500,098193-2403,6419,638
22501,098193-2403,6419,639
22502,098193-2403,6419,637
22503,098193-2403,6419,632
22504,098193-2403,6419,632
22505,195979-2548,6420,589
22506,195979-2548,6420,584
22507,195979-2548,6420,588
22508,195979-2548,6420,590
22509,195979-2548,6420,586
22510,195979-2548,6421,587
22511,195979-2548,6421,584
22512,195979-2548,6421,593
22513,195979-2548,6421,584
22514,195979-2548,6421,585
22515,195979-2548,6422,584
22516,195979-2548,6422,586
22517,195979-2548,6423,591
22518,195979-2548,6423,590
22519,195979-2548,6424,586
22520,195979-2548,6424,584
22521,195979-2548,6425,594
22522,195979-2548,6425,591
22523,195979-2548,6425,591
22524,195979-2548,6425,584
22525,195979-2548,6425,590
22526,195979-2548,6426,593
22527,195979-2548,6426,587
22528,195979-2548,6426,586
22529,195979-2548,6426,588
22530,195979-2548,6426,591
22531,195979-2548,6427,589
22532,195979-2548,6427,590
22533,195979-2548,6427,594
22534,195979-2548,6428,587
22535,195979-2548,6428,588
22536,195979-2548,6428,590
22537,195979-2548,6428,584
22538,195979-2548,6428,590
22539,195979-2548,6429,588
22540,195979-2548,6429,590
22541,195979-2548,6430,585
22542,195979-2548,6430,591
22543,195979-2548,6430,585
22544,195979-2548,6431,588
22545,195979-2548,6431,592
22546,195979-2548,6431,588
22547,195979-2548,6431,590
22548,195979-2548,6431,589
22549,195979-2548,6432,593
22550,195979-2548,6432,587
22551,195979-2548,6432,594
22552,195979-2548,6433,585
22553,195979-2548,6433,584
22554,195979-2548,6433,586
22555,195979-2548,6434,591
22556,195979-2548,6434,592
22557,195979-2548,6435,585
22558,195979-2548,6435,591
22559,195979-2548,6435,585
22560,195979-2548,6436,589
22561,195979-2548,6436,587
22562,195979-2548,6436,588
22563,195979-2548,6436,588
22564,195979-2548,6437,589
22565,195979-2548,6437,590
22566,195979-2548,6438,584
22567,195979-2548,6438,590
22568,195979-2548,6438,588
22569,195979-2548,6438,588
22570,195979-2548,6439,590
22571,195979-2548,6439,585
22572,195979-2548,6439,588
22573,195979-2548,6440,593
22574,195979-2548,6440,587
22575,195979-2548,6440,590
22576,195979-2548,6440,594
22577,195979-2548,6441,590
22578,195979-2548,6441,590
22579,195979-2548,6441,592
22580,195979-2548,6441,586
22581,195979-2548,6442,588
22582,195979-2548,6442,586
22583,195979-2548,6442,585
22584,195979-2548,6443,584
22585,195979-2548,6443,590
22586,195979-2548,6443,585
22587,195979-2548,6443,584
22588,195979-2548,6444,592
22589,195979-2548,6444,593
22590,195979-2548,6444,584
22591,195979-2548,6444,593
22592,195979-2548,6444,588
22593,195979-2548,6445,586
22594,195979-2548,6445,591
22595,195979-2548,6445,588
22596,195979-2548,6445,591
22597,195979-2548,6446,590
22598,195979-2548,6446,589
22599,195979-2548,6446,584
22600,195979-2548,6446,586
22601,195979-2548,6447,590
22602,195979-2548,6447,591
22603,195979-2548,6447,594
22604,195979-2548,6447,594
22605,195979-2548,6447,592
22606,195979-2548,6448,592
22607,195979-2548,6448,584
22608,195979-2548,6448,591
22609,195979-2548,6449,586
22610,195979-2548,6449,594
22611,195979-2548,6450,588
22612,195979-2548,6450,594
22613,195979-2548,6450,587
22614,195979-2548,6451,590
22615,195979-2548,6451,585
22616,195979-2548,6451,585
22617,195979-2548,6451,584
22618,195979-2548,6452,593
22619,195979-2548,6452,586
22620,195979-2548,6452,592
22621,195979-2548,6453,592
22622,195979-2548,6453,593
22623,195979-2548,6453,593
22624,195979-2548,6453,592
22625,195979-2548,6453,586
22626,195979-2548,6454,594
22627,195979-2548,6454,590
22628,195979-2548,6455,586
22629,195979-2548,6455,584
22630,195979-2548,6456,587
22631,195979-2548,6456,587
22632,195979-2548,6456,591
22633,195979-2548,6457,593
22634,195979-2548,6457,584
22635,195979-2548,6458,590
22636,195979-2548,6458,591
22637,195979-2548,6458,588
22638,195979-2548,6459,592
22639,195979-2548,6459,594
22640,195979-2548,6459,589
22641,195979-2548,6459,591
22642,195979-2548,6459,584
22643,195979-2548,6460,593
22644,195979-2548,6460,591
22645,195979-2548,6460,584
22646,195979-2548,6461,584
22647,195979-2548,6461,588
22648,195979-2548,6461,586
22649,195979-2548,6461,589
22650,195979-2548,6461,590
22651,195979-2548,6462,585
22652,195979-2548,6462,584
22653,195979-2548,6463,587
22654,195979-2548,6463,587
22655,195979-2548,6463,594
22656,195979-2548,6464,586
22657,195979-2548,6464,594
22658,195979-2548,6465,589
22659,195979-2548,6465,588
22660,195979-2548,6465,593
22661,195979-2548,6466,594
22662,195979-2548,6466,584
22663,195979-2548,6467,590
22664,195979-2548,6467,590
22665,195979-2548,6468,586
22666,195979-2548,6468,585
22667,195979-2548,6468,591
22668,195979-2548,6468,587
22669,195979-2548,6468,591
22670,195979-2548,6469,590
22671,195979-2548,6469,589
22672,195979-2548,6470,593
22673,195979-2548,6470,592
22674,195979-2548,6470,588
22675,195979-2548,6471,591
22676,195979-2548,6471,587
22677,195979-2548,6471,591
22678,195979-2548,6471,586
22679,195979-2548,6472,593
22680,195979-2548,6472,588
22681,195979-2548,6472,587
22682,195979-2548,6473,593
22683,195979-2548,6473,586
22684,195979-2548,6474,584
22685,195979-2548,6474,591
22686,195979-2548,6475,584
22687,195979-2548,6475,585
22688,195979-2548,6475,584
22689,195979-2548,6475,592
22690,195979-2548,6476,593
22691,195979-2548,6476,586
22692,195979-2548,6476,590
22693,195979-2548,6476,594
22694,195979-2548,6476,586
22695,195979-2548,6477,586
22696,195979-2548,6477,591
22697,195979-2548,6477,592
22698,195979-2548,6477,585
22699,195979-2548,6477,593
22700,195979-2548,6478,587
22701,195979-2548,6478,593
22702,195979-2548,6478,591
22703,195979-2548,6479,594
22704,195979-2548,6479,586
22705,195979-2548,6479,594
22706,195979-2548,6479,593
22707,195979-2548,6480,586
22708,195979-2548,6480,585
22709,195979-2548,6481,587
22710,195979-2548,6481,594
22711,195979-2548,6481,594
22712,195979-2548,6481,594
22713,195979-2548,6482,592
22714,195979-2548,6482,585
22715,195979-2548,6482,588
22716,195979-2548,6482,585
22717,195979-2548,6482,588
22718,195979-2548,6483,590
22719,195979-2548,6483,584
22720,195979-2548,6484,585
22721,195979-2548,6484,590
22722,195979-2548,6484,592
22723,195979-2548,6484,593
22724,195979-2548,6484,590
22725,195979-2548,6485,584
22726,195979-2548,6485,585
22727,195979-2548,6485,589
22728,195979-2548,6485,587
22729,195979-2548,6485,592
22730,195979-2548,6486,585
22731,195979-2548,6486,589
22732,195979-2548,6486,584
22733,195979-2548,6486,590
22734,195979-2548,6486,591
22735,195979-2548,6487,584
22736,195979-2548,6487,587
22737,195979-2548,6488,584
22738,195979-2548,6488,585
22739,195979-2548,6488,586
22740,195979-2548,6488,593
22741,195979-2548,6489,588
22742,195979-2548,6489,587
22743,195979-2548,6489,592
22744,195979-2548,6489,587
22745,195979-2548,6489,587
22746,195979-2548,6490,590
22747,195979-2548,6490,594
22748,195979-2548,6490,589
22749,195979-2548,6490,585
22750,195979-2548,6491,585
22751,195979-2548,6491,591
22752,195979-2548,6491,589
22753,195979-2548,6491,587
22754,195979-2548,6492,593
22755,195979-2548,6492,587
22756,195979-2548,6492,593
22757,195979-2548,6492,588
22758,195979-2548,6493,586
22759,195979-2548,6493,588
22760,195979-2548,6494,589
22761,195979-2548,6494,585
22762,195979-2548,6494,593
22763,195979-2548,6495,591
22764,195979-2548,6495,594
22765,195979-2548,6496,587
22766,195979-2548,6496,587
22767,195979-2548,6497,592
22768,195979-2548,6497,591
22769,195979-2548,6497,590
22770,195979-2548,6497,585
22771,195979-2548,6498,588
22772,195979-2548,6498,584
22773,195979-2548,6498,588
22774,195979-2548,6498,584
22775,195979-2548,6498,584
22776,195979-2548,6499,589
22777,195979-2548,6499,590
22778,195979-2548,6500,590
22779,195979-2548,6500,593
22780,195979-2548,6500,594
22781,195979-2548,6500,589
22782,195979-2548,6500,586
22783,195979-2548,6501,589
22784,195979-2548,6501,589
22785,152664-4651,6502,369
22786,152664-4651,6502,368
22787,152664-4651,6502,367
22788,152664-4651,6502,369
22789,152664-4651,6503,371
22790,152664-4651,6503,369
22791,152664-4651,6503,367
22792,152664-4651,6504,368
22793,152664-4651,6504,365
22794,152664-4651,6504,363
22795,152664-4651,6504,360
22796,152664-4651,6504,361
22797,152664-4651,6505,370
22798,152664-4651,6505,361
22799,152664-4651,6506,369
22800,152664-4651,6506,371
22801,152664-4651,6506,367
22802,152664-4651,6507,370
22803,152664-4651,6507,368
22804,152664-4651,6507,370
22805,152664-4651,6507,367
22806,152664-4651,6508,366
22807,152664-4651,6508,371
22808,152664-4651,6508,371
22809,152664-4651,6509,367
22810,152664-4651,6509,368
22811,152664-4651,6509,369
22812,152664-4651,6509,370
22813,152664-4651,6509,362
22814,152664-4651,6510,363
22815,152664-4651,6510,364
22816,152664-4651,6511,366
22817,152664-4651,6511,365
22818,152664-4651,6512,366
22819,152664-4651,6512,361
22820,152664-4651,6513,364
22821,152664-4651,6513,364
22822,152664-4651,6513,369
22823,152664-4651,6513,361
22824,152664-4651,6514,367
22825,152664-4651,6514,371
22826,152664-4651,6514,368
22827,152664-4651,6514,368
22828,152664-4651,6514,363
22829,152664-4651,6515,368
22830,152664-4651,6515,368
22831,152664-4651,6515,366
22832,152664-4651,6515,362
22833,152664-4651,6516,360
22834,152664-4651,6516,360
22835,152664-4651,6517,361
22836,152664-4651,6517,365
22837,152664-4651,6517,366
22838,152664-4651,6517,369
22839,152664-4651,6517,369
22840,152664-4651,6518,360
22841,152664-4651,6518,361
22842,152664-4651,6518,365
22843,152664-4651,6518,363
22844,152664-4651,6519,364
22845,152664-4651,6519,367
22846,152664-4651,6519,360
22847,152664-4651,6520,369
22848,152664-4651,6520,367
22849,152664-4651,6520,363
22850,152664-4651,6521,370
22851,152664-4651,6521,360
22852,152664-4651,6521,362
22853,152664-4651,6521,368
22854,152664-4651,6521,363
22855,152664-4651,6522,363
22856,152664-4651,6522,371
22857,152664-4651,6522,370
22858,152664-4651,6522,365
22859,152664-4651,6522,371
22860,152664-4651,6523,364
22861,152664-4651,6523,370
22862,152664-4651,6523,367
22863,152664-4651,6523,370
22864,152664-4651,6524,371
22865,152664-4651,6524,361
22866,152664-4651,6524,371
22867,152664-4651,6524,369
22868,152664-4651,6525,368
22869,152664-4651,6525,368
22870,152664-4651,6526,367
22871,152664-4651,6526,366
22872,152664-4651,6527,360
22873,152664-4651,6527,363
22874,152664-4651,6527,367
22875,152664-4651,6527,361
22876,152664-4651,6527,361
22877,152664-4651,6528,371
22878,152664-4651,6528,370
22879,152664-4651,6529,370
22880,152664-4651,6529,360
22881,152664-4651,6529,362
22882,152664-4651,6529,369
22883,152664-4651,6530,369
22884,152664-4651,6530,360
22885,152664-4651,6530,367
22886,152664-4651,6530,371
22887,152664-4651,6530,365
22888,152664-4651,6531,370
22889,152664-4651,6531,360
22890,152664-4651,6531,365
22891,152664-4651,6531,364
22892,152664-4651,6531,367
22893,152664-4651,6532,363
22894,152664-4651,6532,371
22895,152664-4651,6532,363
22896,152664-4651,6533,368
22897,152664-4651,6533,360
22898,152664-4651,6534,370
22899,152664-4651,6534,361
22900,152664-4651,6535,364
22901,152664-4651,6535,361
22902,152664-4651,6535,361
22903,152664-4651,6536,363
22904,152664-4651,6536,362
22905,152664-4651,6536,360
22906,152664-4651,6537,371
22907,152664-4651,6537,364
22908,152664-4651,6537,369
22909,152664-4651,6537,369
22910,152664-4651,6538,366
22911,152664-4651,6538,365
22912,152664-4651,6538,368
22913,152664-4651,6538,365
22914,152664-4651,6538,364
22915,152664-4651,6539,363
22916,152664-4651,6539,364
22917,152664-4651,6539,368
22918,152664-4651,6540,362
22919,152664-4651,6540,370
22920,152664-4651,6540,371
22921,152664-4651,6540,368
22922,152664-4651,6540,366
22923,152664-4651,6541,367
22924,152664-4651,6541,362
22925,152664-4651,6542,360
22926,152664-4651,6542,371
22927,152664-4651,6542,371
22928,152664-4651,6543,368
22929,152664-4651,6543,366
22930,152664-4651,6543,368
22931,152664-4651,6543,361
22932,152664-4651,6543,361
22933,152664-4651,6544,362
22934,152664-4651,6544,368
22935,152664-4651,6544,363
22936,152664-4651,6545,367
22937,152664-4651,6545,365
22938,152664-4651,6545,366
22939,152664-4651,6545,360
22940,152664-4651,6546,367
22941,152664-4651,6546,360
22942,152664-4651,6546,369
22943,152664-4651,6547,365
22944,152664-4651,6547,365
22945,152664-4651,6547,371
22946,152664-4651,6547,363
22947,152664-4651,6548,362
22948,152664-4651,6548,364
22949,152664-4651,6548,366
22950,152664-4651,6549,361
22951,152664-4651,6549,365
22952,152664-4651,6550,366
22953,152664-4651,6550,363
22954,152664-4651,6551,366
22955,152664-4651,6551,363
22956,152664-4651,6551,367
22957,152664-4651,6551,362
22958,152664-4651,6552,360
22959,152664-4651,6552,366
22960,152664-4651,6552,369
22961,152664-4651,6552,363
22962,152664-4651,6552,366
22963,152664-4651,6553,369
22964,152664-4651,6553,369
22965,152664-4651,6553,370
22966,152664-4651,6553,368
22967,152664-4651,6553,369
22968,152664-4651,6554,370
22969,152664-4651,6554,370
22970,152664-4651,6555,370
22971,152664-4651,6555,367
22972,152664-4651,6555,370
22973,152664-4651,6556,362
22974,152664-4651,6556,371
22975,152664-4651,6556,369
22976,152664-4651,6556,363
22977,152664-4651,6556,366
22978,152664-4651,6557,366
22979,152664-4651,6557,367
22980,152664-4651,6557,361
22981,152664-4651,6558,360
22982,152664-4651,6558,371
22983,152664-4651,6558,364
22984,152664-4651,6558,370
22985,152664-4651,6559,363
22986,152664-4651,6559,363
22987,152664-4651,6560,363
22988,152664-4651,6560,369
22989,152664-4651,6560,361
22990,152664-4651,6561,361
22991,152664-4651,6561,363
22992,152664-4651,6561,369
22993,152664-4651,6561,366
22994,152664-4651,6562,366
22995,152664-4651,6562,367
22996,152664-4651,6562,361
22997,152664-4651,6562,367
22998,152664-4651,6562,369
22999,152664-4651,6563,367
23000,152664-4651,6563,365
23001,152664-4651,6563,368
23002,152664-4651,6563,368
23003,152664-4651,6564,369
23004,152664-4651,6564,370
23005,152664-4651,6564,369
23006,152664-4651,6565,369
23007,152664-4651,6565,371
23008,152664-4651,6566,364
23009,152664-4651,6566,367
23010,152664-4651,6566,367
23011,152664-4651,6566,361
23012,152664-4651,6567,368
23013,152664-4651,6567,365
23014,152664-4651,6567,365
23015,152664-4651,6568,363
23016,152664-4651,6568,368
23017,152664-4651,6568,368
23018,152664-4651,6568,363
23019,152664-4651,6569,370
23020,152664-4651,6569,366
23021,152664-4651,6569,362
23022,152664-4651,6570,361
23023,152664-4651,6570,369
23024,152664-4651,6571,369
23025,152664-4651,6571,364
23026,152664-4651,6571,362
23027,152664-4651,6571,368
23028,152664-4651,6571,366
23029,152664-4651,6572,362
23030,152664-4651,6572,371
23031,152664-4651,6572,365
23032,152664-4651,6572,366
23033,152664-4651,6572,370
23034,152664-4651,6573,362
23035,152664-4651,6573,363
23036,152664-4651,6573,365
23037,152664-4651,6573,370
23038,152664-4651,6573,368
23039,152664-4651,6574,369
23040,152664-4651,6574,371
23041,152664-4651,6574,368
23042,152664-4651,6574,362
23043,152664-4651,6575,368
23044,152664-4651,6575,369
23045,152664-4651,6575,361
23046,152664-4651,6576,360
23047,152664-4651,6576,371
23048,152664-4651,6577,367
23049,152664-4651,6577,361
23050,152664-4651,6577,360
23051,152664-4651,6578,370
23052,152664-4651,6578,367
23053,152664-4651,6578,369
23054,152664-4651,6578,363
23055,152664-4651,6578,361
23056,152664-4651,6579,363
23057,152664-4651,6579,369
23058,152664-4651,6579,368
23059,152664-4651,6580,361
23060,152664-4651,6580,366
23061,152664-4651,6581,370
23062,152664-4651,6581,361
23063,152664-4651,6581,369
23064,152664-4651,6581,362
23065,152664-4651,6582,366
23066,152664-4651,6582,361
23067,152664-4651,6582,366
23068,152664-4651,6582,360
23069,152664-4651,6583,362
23070,152664-4651,6583,360
23071,152664-4651,6584,368
23072,152664-4651,6584,370
23073,152664-4651,6584,365
23074,152664-4651,6584,360
23075,152664-4651,6585,361
23076,152664-4651,6585,362
23077,152664-4651,6586,367
23078,152664-4651,6586,369
23079,152664-4651,6586,364
23080,152664-4651,6586,361
23081,152664-4651,6586,371
23082,152664-4651,6587,370
23083,152664-4651,6587,371
23084,152664-4651,6587,362
23085,152664-4651,6588,370
23086,152664-4651,6588,363
23087,152664-4651,6588,368
23088,152664-4651,6589,361
23089,152664-4651,6589,367
23090,152664-4651,6589,362
23091,152664-4651,6590,371
23092,152664-4651,6590,370
23093,152664-4651,6591,361
23094,152664-4651,6591,369
23095,152664-4651,6591,364
23096,152664-4651,6591,370
23097,152664-4651,6591,368
23098,152664-4651,6592,367
23099,152664-4651,6592,367
23100,152664-4651,6592,365
23101,152664-4651,6592,369
23102,152664-4651,6592,364
23103,152664-4651,6593,364
23104,152664-4651,6593,371
23105,152664-4651,6593,369
23106,152664-4651,6593,369
23107,178856-0090,6594,131
23108,178856-0090,6594,127
23109,178856-0090,6595,128
23110,178856-0090,6595,121
23111,178856-0090,6596,126
23112,178856-0090,6596,126
23113,178856-0090,6596,128
23114,178856-0090,6596,130
23115,178856-0090,6597,123
23116,178856-0090,6597,127
23117,178856-0090,6597,130
23118,178856-0090,6598,128
23119,178856-0090,6598,127
23120,178856-0090,6598,122
23121,178856-0090,6599,131
23122,178856-0090,6599,126
23123,178856-0090,6600,124
23124,178856-0090,6600,127
23125,178856-0090,6600,128
23126,178856-0090,6601,130
23127,178856-0090,6601,126
23128,178856-0090,6601,126
23129,178856-0090,6602,124
23130,178856-0090,6602,124
23131,178856-0090,6602,129
23132,178856-0090,6602,128
23133,178856-0090,6603,126
23134,178856-0090,6603,128
23135,178856-0090,6604,123
23136,178856-0090,6604,130
23137,178856-0090,6604,124
